name,affiliation,activityType,date,dataName,dataType,price,device
Mollie,한국연구재단,판매,20170115,data_532,위치데이터,1197441,삼성페이
Sarah,한국인터넷진흥원,판매,20160407,data_787,의료데이터,1426455,페이션트모니터
Daisy,한국개발연구원,판매,20180212,data_383,위치데이터,1574916,레일플러스
Alice,건강보험심사평가원,출판,20181114,data_515,음성데이터,1114335,스마트워치
Lula,국민건강보험공단,구매,20180818,data_457,의료데이터,1757601,페이션트모니터
Nolla,안랩,판매,20160919,data_232,의료데이터,1848027,스마트워치
Osa,숙명여자대학교,구매,20170123,data_842,의료데이터,1486778,페이션트모니터
Ella,과학기술정책연구원,출판,20160518,data_827,의료데이터,1934815,AI스피커
Georgia,국립중앙의료원,출판,20161009,data_243,의료데이터,1624917,AI스피커
Sarah,국립중앙의료원,구매,20161115,data_741,의료데이터,1913624,스마트워치
Pearl,한국과학기술정보연구원,구매,20180312,data_379,의료데이터,1756918,AI스피커
Erie,한국데이터진흥원,판매,20180613,data_835,의료데이터,1914417,페이션트모니터
Hessie,고려대학교,수정,20160720,data_415,의료데이터,1431619,AI스피커
Alice,한국인터넷진흥원,수정,20170613,data_487,음성데이터,1708128,스마트워치
Bama,한국인터넷진흥원,출판,20170928,data_957,위치데이터,1930784,삼성페이
Mercedes,한국개발연구원,출판,20170831,data_711,의료데이터,1979628,AI스피커
Tilda,건강보험심사평가원,구매,20160308,data_160,위치데이터,1189714,삼성페이
Amanda,안랩,판매,20180729,data_562,건강데이터,1819626,AI스피커
Lucy,한국과학기술정보연구원,출판,20180712,data_660,의료데이터,1199329,페이션트모니터
Yetta,한국인터넷진흥원,판매,20160222,data_471,건강데이터,1077655,스마트워치
Daisy,한국인터넷진흥원,수정,20180210,data_772,음성데이터,1988525,AI스피커
Cora,AWS,판매,20170802,data_396,위치데이터,1144202,캐시비
Georgia,지하철공사,수정,20180307,data_397,위치데이터,1891449,캐시비
Maud,숙명여자대학교,수정,20160825,data_100,건강데이터,1054337,스마트워치
Carey,한국과학기술정보연구원,수정,20170522,data_473,음성데이터,1638796,AI스피커
Clyda,국립중앙의료원,출판,20161108,data_148,음성데이터,1700736,AI스피커
Julia,AWS,구매,20170327,data_891,위치데이터,1137927,레일플러스
Magaret,삼성SDS,판매,20180620,data_382,음성데이터,1653736,AI스피커
Neppie,한국과학기술정보연구원,수정,20170106,data_317,건강데이터,1833138,스마트워치
Mollie,고려대학교,구매,20170928,data_735,위치데이터,1841497,레일플러스
Ella,한국데이터진흥원,판매,20181017,data_300,의료데이터,1625275,AI스피커
Flora,SK텔레콤,판매,20160416,data_761,의료데이터,1489327,페이션트모니터
Jane,대한법률구조공단,출판,20180731,data_428,의료데이터,1302827,AI스피커
Lula,국민건강보험공단,출판,20160526,data_871,의료데이터,1867095,스마트워치
Nolla,한국데이터진흥원,출판,20180311,data_639,의료데이터,1734558,페이션트모니터
Caroline,정보통신산업진흥원,판매,20170608,data_774,음성데이터,1513941,AI스피커
Nonie,대한법률구조공단,수정,20160303,data_128,건강데이터,1071915,스마트워치
Olie,지하철공사,구매,20160817,data_452,의료데이터,1539150,스마트워치
Elizabeth,한국보건산업진흥원,수정,20161201,data_676,위치데이터,1843455,캐시비
Lena,한국개발연구원,판매,20170505,data_705,건강데이터,1046355,AI스피커
May,AWS,수정,20171030,data_969,음성데이터,1497608,AI스피커
Viva,대한법률구조공단,구매,20180214,data_834,건강데이터,1551966,AI스피커
Belle,건강보험심사평가원,구매,20170224,data_293,건강데이터,1172983,AI스피커
Georgia,CJ올리브네트웍스,구매,20160208,data_433,의료데이터,1870783,AI스피커
Magaret,한국과학기술정보연구원,판매,20160205,data_315,건강데이터,1198330,스마트워치
Eva,상명대학교,출판,20180915,data_771,음성데이터,1958479,AI스피커
Mai,상명대학교,출판,20180306,data_934,음성데이터,1005030,AI스피커
Nonie,한국보건산업진흥원,판매,20180606,data_547,건강데이터,1726616,AI스피커
Flora,한국데이터진흥원,구매,20171117,data_671,건강데이터,1549665,AI스피커
Faith,안랩,판매,20180827,data_383,음성데이터,1876928,AI스피커
Liller,대한법률구조공단,수정,20180205,data_619,건강데이터,1071687,스마트워치
Ella,SK텔레콤,출판,20160724,data_914,의료데이터,1015520,페이션트모니터
Elizabeth,AWS,수정,20160427,data_326,건강데이터,1022399,스마트워치
Lula,고려대학교,수정,20180521,data_333,위치데이터,1865621,캐시비
Eva,국립중앙의료원,판매,20160613,data_476,위치데이터,1164459,캐시비
Theo,고려대학교,판매,20170405,data_222,의료데이터,1611586,스마트워치
Erie,고려대학교,구매,20160729,data_835,의료데이터,1639223,스마트워치
Hessie,숙명여자대학교,구매,20160803,data_568,건강데이터,1727357,AI스피커
Nealie,지하철공사,구매,20160126,data_538,위치데이터,1582459,레일플러스
Tilda,건강보험심사평가원,판매,20180130,data_612,건강데이터,1742355,스마트워치
Hessie,국립중앙의료원,판매,20180517,data_786,음성데이터,1247539,AI스피커
Erie,정보통신산업진흥원,수정,20170826,data_129,음성데이터,1884143,스마트워치
Claudine,NHN,판매,20170516,data_820,음성데이터,1656511,스마트워치
Osa,숙명여자대학교,판매,20170114,data_288,의료데이터,1087616,스마트워치
Clyda,건강보험심사평가원,구매,20170814,data_880,위치데이터,1011808,T머니
Anna,한국과학기술정보연구원,구매,20180825,data_557,건강데이터,1227597,스마트워치
Martha,한국개발연구원,구매,20170120,data_912,건강데이터,1321095,AI스피커
Sallie,CJ올리브네트웍스,구매,20170608,data_453,건강데이터,1306075,스마트워치
Nettie,대한법률구조공단,출판,20170418,data_541,위치데이터,1470986,캐시비
Clyda,안랩,수정,20181215,data_445,음성데이터,1843633,스마트워치
Mai,건강보험심사평가원,출판,20181007,data_492,위치데이터,1788949,삼성페이
Julia,건강보험심사평가원,출판,20180116,data_213,의료데이터,1661883,스마트워치
Ednah,한국데이터진흥원,수정,20170826,data_540,건강데이터,1901207,AI스피커
Rella,한국개발연구원,판매,20170806,data_697,음성데이터,1207030,스마트워치
Nettie,한국보건산업진흥원,수정,20171116,data_581,음성데이터,1327847,스마트워치
Belle,한국개발연구원,수정,20171026,data_105,건강데이터,1373308,AI스피커
Mima,CJ올리브네트웍스,판매,20160118,data_674,의료데이터,1176063,스마트워치
Evaline,삼성SDS,판매,20171031,data_376,위치데이터,1175493,캐시비
Alma,한국데이터진흥원,구매,20160820,data_665,의료데이터,1792201,AI스피커
Dinah,NHN,출판,20160129,data_976,위치데이터,1727167,레일플러스
Muriel,안랩,판매,20180921,data_157,위치데이터,1445685,캐시비
Jane,상명대학교,수정,20180914,data_591,건강데이터,1655700,스마트워치
Susie,국립중앙의료원,판매,20180406,data_410,음성데이터,1554418,스마트워치
Etta,한국연구재단,출판,20170830,data_782,음성데이터,1861763,AI스피커
Evaline,SK텔레콤,구매,20180130,data_553,의료데이터,1730473,스마트워치
Daisy,국립중앙의료원,출판,20180322,data_438,의료데이터,1152914,AI스피커
Minnie,과학기술정책연구원,판매,20160605,data_217,의료데이터,1065455,AI스피커
Lena,정보통신산업진흥원,출판,20171020,data_168,의료데이터,1666658,스마트워치
Carey,국민건강보험공단,출판,20170320,data_497,의료데이터,1183595,페이션트모니터
Daisy,한국과학기술정보연구원,수정,20170208,data_895,음성데이터,1501425,스마트워치
Dinah,한국개발연구원,판매,20181002,data_409,의료데이터,1933287,스마트워치
Susie,CJ올리브네트웍스,판매,20180223,data_211,건강데이터,1860916,AI스피커
Stella,국립중앙의료원,판매,20161021,data_694,의료데이터,1895174,AI스피커
Rella,국민건강보험공단,구매,20171216,data_276,음성데이터,1465481,AI스피커
Olie,정보통신산업진흥원,구매,20170522,data_436,위치데이터,1362198,T머니
Alverta,AWS,출판,20161025,data_644,건강데이터,1461884,스마트워치
Theo,국민건강보험공단,출판,20180319,data_118,위치데이터,1574425,캐시비
Lena,한국연구재단,구매,20170708,data_883,의료데이터,1965219,스마트워치
Alice,SK텔레콤,구매,20180630,data_929,건강데이터,1269845,AI스피커
Lucy,과학기술정책연구원,출판,20160403,data_158,건강데이터,1910103,AI스피커
Mercedes,상명대학교,출판,20160707,data_281,위치데이터,1274022,캐시비
Osa,국립중앙의료원,수정,20171126,data_861,의료데이터,1344369,페이션트모니터
Magaret,AWS,구매,20181031,data_173,음성데이터,1343473,스마트워치
Leo,건강보험심사평가원,수정,20160620,data_409,위치데이터,1441727,T머니
Sarah,국민건강보험공단,판매,20181007,data_637,음성데이터,1173023,스마트워치
Cherry,SK텔레콤,수정,20160409,data_512,건강데이터,1636251,AI스피커
Alice,삼성SDS,구매,20171218,data_852,음성데이터,1490296,스마트워치
Melva,국립중앙의료원,구매,20160608,data_632,의료데이터,1790869,페이션트모니터
Muriel,NHN,수정,20170722,data_357,위치데이터,1854246,T머니
Mai,정보통신산업진흥원,수정,20170409,data_192,건강데이터,1009296,AI스피커
Jane,국립중앙의료원,구매,20170711,data_271,의료데이터,1506624,AI스피커
Sadie,국립중앙의료원,수정,20181016,data_614,건강데이터,1732648,스마트워치
Jenette,한국보건산업진흥원,출판,20180626,data_490,건강데이터,1291957,스마트워치
Maggie,한국과학기술정보연구원,판매,20171225,data_489,위치데이터,1400030,삼성페이
Caroline,삼성SDS,판매,20160519,data_660,건강데이터,1438145,스마트워치
Alma,상명대학교,출판,20161023,data_466,건강데이터,1083652,AI스피커
Susie,한국인터넷진흥원,출판,20171107,data_564,음성데이터,1813372,스마트워치
Yetta,대한법률구조공단,출판,20171012,data_591,의료데이터,1596747,AI스피커
Josephine,안랩,판매,20180323,data_944,건강데이터,1189931,스마트워치
Emma,한국개발연구원,출판,20181215,data_736,음성데이터,1671210,스마트워치
Alverta,삼성SDS,구매,20181025,data_820,음성데이터,1159314,스마트워치
Julia,한국보건산업진흥원,수정,20161205,data_335,음성데이터,1012441,스마트워치
Lula,고려대학교,구매,20180609,data_729,위치데이터,1321740,삼성페이
Tilda,상명대학교,판매,20170402,data_502,건강데이터,1281277,AI스피커
Melva,AWS,구매,20170723,data_552,음성데이터,1310816,AI스피커
Joella,삼성SDS,구매,20160612,data_869,음성데이터,1834991,AI스피커
Magaret,SK텔레콤,구매,20170424,data_869,위치데이터,1131921,레일플러스
Mollie,CJ올리브네트웍스,구매,20170221,data_615,음성데이터,1692830,스마트워치
Martha,AWS,수정,20161121,data_736,건강데이터,1026913,스마트워치
Bama,AWS,수정,20181030,data_304,건강데이터,1107210,AI스피커
Stella,국립중앙의료원,판매,20170906,data_884,음성데이터,1903937,스마트워치
Onie,한국인터넷진흥원,출판,20171126,data_303,위치데이터,1301592,삼성페이
Faith,대한법률구조공단,출판,20170818,data_935,건강데이터,1637755,스마트워치
Minnie,한국데이터진흥원,수정,20160309,data_376,건강데이터,1395483,AI스피커
Martha,한국연구재단,수정,20180902,data_663,음성데이터,1497830,스마트워치
Julia,CJ올리브네트웍스,수정,20180623,data_201,의료데이터,1852559,페이션트모니터
Lucy,AWS,판매,20180228,data_121,건강데이터,1590546,스마트워치
Magaret,국민건강보험공단,출판,20171119,data_328,의료데이터,1590227,페이션트모니터
Elizabeth,한국개발연구원,출판,20161211,data_468,의료데이터,1787596,스마트워치
Mima,국립중앙의료원,출판,20160701,data_957,건강데이터,1318519,AI스피커
Pearl,삼성SDS,판매,20180409,data_651,위치데이터,1285753,레일플러스
Faith,정보통신산업진흥원,구매,20181215,data_230,의료데이터,1505877,페이션트모니터
Stella,한국데이터진흥원,수정,20160616,data_547,의료데이터,1563904,스마트워치
Eliza,대한법률구조공단,판매,20170721,data_175,의료데이터,1341084,AI스피커
Theo,한국연구재단,수정,20180630,data_384,위치데이터,1912349,삼성페이
Lottie,상명대학교,수정,20180830,data_856,위치데이터,1680328,T머니
Carey,상명대학교,수정,20160328,data_476,건강데이터,1600823,스마트워치
Eva,고려대학교,구매,20181231,data_418,의료데이터,1837619,AI스피커
Nolla,숙명여자대학교,판매,20160503,data_900,건강데이터,1572929,스마트워치
Cherry,숙명여자대학교,구매,20180309,data_958,의료데이터,1089114,AI스피커
Viva,국립중앙의료원,수정,20160503,data_625,건강데이터,1486766,AI스피커
Georgia,정보통신산업진흥원,출판,20160405,data_151,음성데이터,1529800,스마트워치
Alma,SK텔레콤,구매,20170912,data_942,음성데이터,1178023,스마트워치
Alverta,한국인터넷진흥원,출판,20161022,data_957,위치데이터,1778246,캐시비
Mary,한국보건산업진흥원,출판,20180531,data_646,건강데이터,1322876,스마트워치
Laura,안랩,수정,20160425,data_992,위치데이터,1743118,레일플러스
Hessie,안랩,출판,20160927,data_952,음성데이터,1215261,AI스피커
Rella,AWS,출판,20170929,data_287,의료데이터,1001276,페이션트모니터
Daisy,AWS,구매,20160312,data_108,의료데이터,1050982,스마트워치
Josephine,NHN,출판,20171015,data_758,음성데이터,1536646,AI스피커
Alice,지하철공사,출판,20171125,data_468,위치데이터,1490216,캐시비
May,한국과학기술정보연구원,출판,20180519,data_913,의료데이터,1991045,스마트워치
Joella,과학기술정책연구원,구매,20160116,data_501,의료데이터,1850383,스마트워치
Katherine,과학기술정책연구원,판매,20171103,data_977,건강데이터,1268483,스마트워치
Eva,한국데이터진흥원,판매,20180102,data_385,위치데이터,1818295,삼성페이
Mollie,SK텔레콤,출판,20161003,data_496,건강데이터,1163555,AI스피커
Belle,안랩,출판,20160404,data_275,건강데이터,1843327,스마트워치
Addie,상명대학교,구매,20180102,data_859,건강데이터,1600085,스마트워치
Hessie,고려대학교,판매,20161211,data_289,음성데이터,1805423,스마트워치
Caroline,지하철공사,출판,20160225,data_394,위치데이터,1200870,레일플러스
Virginia,NHN,판매,20181122,data_813,위치데이터,1893613,T머니
Olie,상명대학교,수정,20180906,data_459,의료데이터,1784830,AI스피커
Maud,한국인터넷진흥원,출판,20160714,data_249,위치데이터,1226953,삼성페이
Emma,국민건강보험공단,판매,20160220,data_356,건강데이터,1451739,AI스피커
Flora,과학기술정책연구원,판매,20160130,data_837,음성데이터,1856031,스마트워치
Cherry,CJ올리브네트웍스,수정,20170303,data_534,음성데이터,1246344,AI스피커
Viva,지하철공사,출판,20181125,data_208,음성데이터,1188271,AI스피커
Erie,AWS,수정,20161106,data_177,음성데이터,1683671,스마트워치
Lucy,지하철공사,출판,20170413,data_331,음성데이터,1956955,스마트워치
Agens,과학기술정책연구원,판매,20181002,data_595,건강데이터,1708390,스마트워치
Alice,CJ올리브네트웍스,구매,20180131,data_585,의료데이터,1270557,AI스피커
Muriel,한국인터넷진흥원,구매,20170203,data_381,의료데이터,1759933,페이션트모니터
Clyda,AWS,구매,20170911,data_604,위치데이터,1312042,삼성페이
Electa,한국보건산업진흥원,수정,20160319,data_957,음성데이터,1292824,AI스피커
Martha,한국데이터진흥원,수정,20180512,data_300,의료데이터,1828441,스마트워치
Mollie,한국개발연구원,수정,20180612,data_456,위치데이터,1528823,레일플러스
Belle,AWS,판매,20170820,data_962,위치데이터,1433732,캐시비
Addie,한국연구재단,수정,20180207,data_292,위치데이터,1867539,레일플러스
Lula,한국데이터진흥원,판매,20161017,data_605,의료데이터,1341322,페이션트모니터
Hessie,SK텔레콤,판매,20170828,data_706,음성데이터,1442200,AI스피커
Electa,한국개발연구원,수정,20180907,data_704,위치데이터,1983519,레일플러스
Lillian,AWS,수정,20180118,data_148,음성데이터,1083168,AI스피커
Lillian,지하철공사,구매,20160804,data_396,음성데이터,1869600,스마트워치
Emily,국립중앙의료원,수정,20161015,data_697,위치데이터,1946639,삼성페이
Eva,상명대학교,출판,20180522,data_909,음성데이터,1631819,스마트워치
Electa,삼성SDS,구매,20161218,data_341,음성데이터,1219272,스마트워치
Katherine,숙명여자대학교,출판,20160721,data_372,위치데이터,1194630,캐시비
Nonie,고려대학교,구매,20181020,data_218,의료데이터,1645505,AI스피커
Addie,NHN,구매,20170906,data_665,건강데이터,1039265,스마트워치
Mercedes,한국연구재단,판매,20160717,data_416,의료데이터,1017749,페이션트모니터
Nancy,국립중앙의료원,구매,20161115,data_445,위치데이터,1513069,캐시비
Muriel,CJ올리브네트웍스,구매,20161210,data_451,위치데이터,1920704,T머니
Stella,한국인터넷진흥원,수정,20170212,data_310,건강데이터,1678437,스마트워치
Carey,한국과학기술정보연구원,출판,20180723,data_113,위치데이터,1666575,T머니
Tilda,한국데이터진흥원,수정,20171027,data_405,건강데이터,1515742,AI스피커
Jenette,CJ올리브네트웍스,출판,20171108,data_980,위치데이터,1367493,레일플러스
Nannie,SK텔레콤,판매,20180102,data_266,음성데이터,1298595,스마트워치
Belle,건강보험심사평가원,판매,20161005,data_640,위치데이터,1366110,레일플러스
Onie,한국인터넷진흥원,출판,20171119,data_900,의료데이터,1477322,AI스피커
Liller,국민건강보험공단,구매,20181230,data_232,음성데이터,1942970,스마트워치
Mollie,한국과학기술정보연구원,구매,20171125,data_559,음성데이터,1188584,스마트워치
Agens,정보통신산업진흥원,출판,20160208,data_184,위치데이터,1967155,T머니
Lanie,삼성SDS,수정,20180910,data_974,음성데이터,1641615,스마트워치
Flora,국민건강보험공단,구매,20171108,data_713,음성데이터,1670819,AI스피커
Evaline,상명대학교,구매,20180120,data_635,음성데이터,1204171,스마트워치
Melva,국민건강보험공단,수정,20180727,data_593,건강데이터,1153767,스마트워치
Mollie,대한법률구조공단,판매,20180213,data_182,건강데이터,1204067,스마트워치
May,NHN,수정,20160909,data_472,건강데이터,1297718,AI스피커
Susie,대한법률구조공단,판매,20181001,data_140,위치데이터,1053535,T머니
Emily,고려대학교,판매,20181127,data_564,음성데이터,1403726,스마트워치
Nonie,상명대학교,구매,20170804,data_810,건강데이터,1815286,스마트워치
Pearl,안랩,수정,20181125,data_343,음성데이터,1496060,스마트워치
Ella,SK텔레콤,구매,20170130,data_824,위치데이터,1483833,캐시비
Alma,한국인터넷진흥원,판매,20180915,data_607,음성데이터,1778364,스마트워치
Nealie,한국보건산업진흥원,구매,20170205,data_227,의료데이터,1828003,스마트워치
Claudine,한국보건산업진흥원,수정,20180828,data_429,건강데이터,1854556,스마트워치
Lula,안랩,출판,20160527,data_120,음성데이터,1512116,AI스피커
Maud,한국연구재단,수정,20180515,data_414,의료데이터,1739036,스마트워치
Pearl,AWS,수정,20171024,data_352,음성데이터,1345187,AI스피커
Lanie,한국개발연구원,수정,20160205,data_184,의료데이터,1366467,페이션트모니터
Effie,CJ올리브네트웍스,판매,20160820,data_923,음성데이터,1847560,AI스피커
Susie,상명대학교,판매,20180925,data_604,건강데이터,1523288,스마트워치
Jessie,과학기술정책연구원,구매,20170901,data_501,음성데이터,1660364,AI스피커
Evaline,NHN,출판,20180813,data_344,의료데이터,1977264,AI스피커
Evaline,AWS,수정,20170429,data_915,의료데이터,1993264,스마트워치
May,숙명여자대학교,판매,20181001,data_330,음성데이터,1972050,스마트워치
Anna,건강보험심사평가원,출판,20180112,data_846,음성데이터,1187118,AI스피커
Eliza,국립중앙의료원,판매,20180629,data_380,의료데이터,1594753,스마트워치
Pearl,삼성SDS,판매,20170427,data_646,건강데이터,1020716,AI스피커
Georgia,국립중앙의료원,구매,20180710,data_385,음성데이터,1930900,AI스피커
Alice,정보통신산업진흥원,구매,20180730,data_383,의료데이터,1585833,AI스피커
Faith,건강보험심사평가원,구매,20170327,data_446,의료데이터,1995779,AI스피커
Maud,AWS,출판,20170906,data_680,의료데이터,1148973,AI스피커
Eva,삼성SDS,수정,20171121,data_797,위치데이터,1168693,삼성페이
Osa,한국인터넷진흥원,구매,20180426,data_539,음성데이터,1643153,스마트워치
Cora,CJ올리브네트웍스,구매,20160917,data_231,위치데이터,1808324,T머니
Ella,정보통신산업진흥원,구매,20170618,data_649,위치데이터,1957006,T머니
Dinah,과학기술정책연구원,판매,20170412,data_645,위치데이터,1227955,T머니
Caroline,한국인터넷진흥원,구매,20160407,data_572,의료데이터,1160675,스마트워치
Liller,과학기술정책연구원,출판,20160502,data_461,의료데이터,1457247,스마트워치
Rosanna,한국연구재단,출판,20160713,data_587,건강데이터,1640971,AI스피커
Olie,대한법률구조공단,구매,20181105,data_175,건강데이터,1348537,AI스피커
Caroline,NHN,판매,20180807,data_668,의료데이터,1573898,AI스피커
Virginia,지하철공사,구매,20180427,data_966,건강데이터,1130148,스마트워치
Bama,상명대학교,판매,20180601,data_285,음성데이터,1928552,AI스피커
Eva,한국인터넷진흥원,출판,20160722,data_646,의료데이터,1241039,AI스피커
Melva,한국인터넷진흥원,출판,20161022,data_409,음성데이터,1044656,AI스피커
Caroline,한국과학기술정보연구원,구매,20161127,data_607,위치데이터,1213722,캐시비
Muriel,정보통신산업진흥원,출판,20160606,data_252,건강데이터,1853986,스마트워치
Lillian,숙명여자대학교,수정,20160815,data_541,건강데이터,1327445,AI스피커
Yetta,건강보험심사평가원,구매,20181102,data_169,건강데이터,1096364,AI스피커
Eliza,CJ올리브네트웍스,판매,20171107,data_610,의료데이터,1925786,AI스피커
Martha,국립중앙의료원,수정,20170117,data_996,음성데이터,1106384,AI스피커
Mima,AWS,판매,20161123,data_100,음성데이터,1770765,스마트워치
Leo,한국보건산업진흥원,출판,20171202,data_544,건강데이터,1868751,스마트워치
Ella,AWS,출판,20161022,data_110,건강데이터,1148732,AI스피커
Hessie,한국연구재단,판매,20171216,data_410,위치데이터,1548445,캐시비
Mollie,정보통신산업진흥원,출판,20161028,data_455,음성데이터,1598408,AI스피커
Ella,정보통신산업진흥원,수정,20181029,data_374,음성데이터,1980534,AI스피커
Tilda,SK텔레콤,수정,20160826,data_830,음성데이터,1193424,스마트워치
Martha,CJ올리브네트웍스,판매,20160806,data_405,의료데이터,1247721,AI스피커
Mai,한국연구재단,구매,20170911,data_273,음성데이터,1484592,AI스피커
Stella,CJ올리브네트웍스,구매,20161202,data_237,위치데이터,1869856,캐시비
May,대한법률구조공단,수정,20170818,data_626,위치데이터,1107462,T머니
Dee,지하철공사,출판,20161128,data_519,의료데이터,1423024,스마트워치
Hessie,AWS,수정,20180531,data_409,의료데이터,1977676,스마트워치
Ednah,한국과학기술정보연구원,구매,20171104,data_584,의료데이터,1368454,페이션트모니터
Hessie,숙명여자대학교,판매,20170706,data_718,의료데이터,1595887,스마트워치
Carey,한국보건산업진흥원,출판,20170204,data_214,음성데이터,1145684,스마트워치
Ella,삼성SDS,수정,20181005,data_295,음성데이터,1985538,스마트워치
Hessie,안랩,출판,20170813,data_164,의료데이터,1253695,AI스피커
Ednah,한국개발연구원,판매,20181215,data_431,음성데이터,1726940,AI스피커
Cherry,한국개발연구원,출판,20180418,data_570,의료데이터,1068549,AI스피커
Mary,AWS,수정,20171019,data_738,건강데이터,1606366,스마트워치
Mollie,한국연구재단,구매,20181208,data_254,위치데이터,1932694,T머니
Sallie,과학기술정책연구원,구매,20170730,data_917,위치데이터,1800633,캐시비
Agens,한국데이터진흥원,구매,20181116,data_817,음성데이터,1816060,AI스피커
Minnie,한국개발연구원,판매,20180902,data_178,위치데이터,1726456,캐시비
Tilda,한국개발연구원,출판,20170318,data_938,건강데이터,1772805,스마트워치
Liller,상명대학교,출판,20180816,data_162,위치데이터,1432109,캐시비
Neppie,삼성SDS,판매,20160117,data_377,위치데이터,1853208,삼성페이
Blanche,숙명여자대학교,구매,20161109,data_319,건강데이터,1612966,스마트워치
Anna,삼성SDS,구매,20160910,data_747,건강데이터,1483671,AI스피커
Mima,고려대학교,구매,20161225,data_869,음성데이터,1756396,스마트워치
Nancy,숙명여자대학교,출판,20180324,data_234,건강데이터,1318446,스마트워치
Virginia,한국개발연구원,출판,20160108,data_908,위치데이터,1822985,T머니
Mamie,한국인터넷진흥원,수정,20170714,data_461,위치데이터,1854937,T머니
Alverta,국립중앙의료원,출판,20170815,data_664,건강데이터,1733945,스마트워치
Ella,건강보험심사평가원,수정,20160616,data_957,건강데이터,1947365,스마트워치
Mary,정보통신산업진흥원,판매,20180415,data_338,건강데이터,1891681,스마트워치
Lillian,한국데이터진흥원,출판,20180216,data_319,의료데이터,1407027,스마트워치
Katherine,CJ올리브네트웍스,판매,20180526,data_378,건강데이터,1757571,AI스피커
Elizabeth,지하철공사,수정,20170126,data_938,음성데이터,1966493,스마트워치
Osa,상명대학교,출판,20171018,data_796,위치데이터,1635745,삼성페이
Onie,한국과학기술정보연구원,출판,20161221,data_733,의료데이터,1310621,AI스피커
Mercedes,NHN,출판,20160829,data_410,위치데이터,1128080,T머니
Elizabeth,국민건강보험공단,판매,20161009,data_888,의료데이터,1193847,페이션트모니터
Onie,건강보험심사평가원,판매,20160930,data_117,의료데이터,1312593,페이션트모니터
Mima,대한법률구조공단,수정,20181105,data_960,위치데이터,1520932,레일플러스
Viva,지하철공사,출판,20180313,data_290,위치데이터,1689088,삼성페이
Sadie,한국연구재단,출판,20160304,data_192,음성데이터,1574880,스마트워치
Mercedes,한국연구재단,수정,20160323,data_536,위치데이터,1604468,레일플러스
Faith,지하철공사,수정,20170919,data_344,음성데이터,1703256,스마트워치
Josephine,대한법률구조공단,판매,20180615,data_652,위치데이터,1617401,T머니
Ella,안랩,구매,20170329,data_921,건강데이터,1946037,스마트워치
Fannie,국민건강보험공단,출판,20180922,data_851,의료데이터,1281889,스마트워치
Sallie,NHN,구매,20161202,data_791,음성데이터,1591253,AI스피커
Theo,한국데이터진흥원,수정,20160127,data_889,건강데이터,1471056,스마트워치
Nealie,고려대학교,출판,20171019,data_205,음성데이터,1975046,AI스피커
Yetta,정보통신산업진흥원,판매,20171106,data_702,의료데이터,1463979,스마트워치
Olie,국립중앙의료원,출판,20170201,data_473,위치데이터,1038428,캐시비
Jessie,건강보험심사평가원,출판,20181217,data_598,음성데이터,1905525,AI스피커
Nannie,안랩,구매,20171203,data_790,위치데이터,1099234,캐시비
Josephine,상명대학교,판매,20180208,data_400,음성데이터,1042310,스마트워치
Liller,대한법률구조공단,수정,20170805,data_973,의료데이터,1386427,스마트워치
Mary,SK텔레콤,구매,20180828,data_553,건강데이터,1826124,AI스피커
Osa,한국과학기술정보연구원,판매,20170327,data_103,음성데이터,1766009,AI스피커
Alverta,상명대학교,구매,20170511,data_368,음성데이터,1491916,AI스피커
Clyda,한국데이터진흥원,출판,20160311,data_559,의료데이터,1613037,AI스피커
Addie,정보통신산업진흥원,구매,20161228,data_878,의료데이터,1584775,AI스피커
Jane,상명대학교,수정,20180717,data_864,의료데이터,1223367,페이션트모니터
Bama,한국인터넷진흥원,수정,20160827,data_727,음성데이터,1005925,스마트워치
Eva,상명대학교,수정,20171013,data_363,건강데이터,1444874,스마트워치
Sallie,CJ올리브네트웍스,구매,20170416,data_353,의료데이터,1313161,스마트워치
Dee,과학기술정책연구원,구매,20160326,data_848,위치데이터,1429627,레일플러스
Etta,한국데이터진흥원,판매,20181221,data_296,의료데이터,1515337,스마트워치
Ella,SK텔레콤,판매,20180110,data_478,위치데이터,1418701,T머니
Flora,고려대학교,출판,20160522,data_616,음성데이터,1953256,스마트워치
Anna,한국개발연구원,출판,20180918,data_767,위치데이터,1074420,T머니
Osa,한국데이터진흥원,구매,20160520,data_586,위치데이터,1166205,레일플러스
Mary,국민건강보험공단,출판,20180604,data_553,건강데이터,1171956,스마트워치
Nolla,한국보건산업진흥원,판매,20160429,data_770,의료데이터,1880934,페이션트모니터
Dee,삼성SDS,수정,20170118,data_932,위치데이터,1008535,삼성페이
Martha,삼성SDS,수정,20170607,data_198,의료데이터,1703940,페이션트모니터
May,한국과학기술정보연구원,출판,20170616,data_828,의료데이터,1738161,스마트워치
Claudine,한국데이터진흥원,수정,20180109,data_202,음성데이터,1482535,AI스피커
Effie,대한법률구조공단,출판,20180909,data_577,건강데이터,1060848,스마트워치
Minnie,국민건강보험공단,판매,20180114,data_133,음성데이터,1193908,AI스피커
Sallie,건강보험심사평가원,구매,20161030,data_178,음성데이터,1462953,스마트워치
Dinah,정보통신산업진흥원,판매,20160112,data_595,음성데이터,1235422,스마트워치
Erie,지하철공사,구매,20180808,data_848,건강데이터,1472657,스마트워치
