Sender,Receiver,data,time,price,Sender_division,Receiver_division,data_usage
May,Electa,data_917,20181104,1362000,korea,korea,commercial
Mamie,Flora,data_547,20181210,1210000,korea,korea,commercial
Blanche,Erie,data_6,20181211,1371000,korea,korea,commercial
Stella,Eudora,data_44,20181019,1284000,korea,korea,commercial
Ella,Euphemia,data_375,20181110,1331000,korea,korea,commercial
Nancy,Flora,data_549,20181101,1304000,korea,korea,commercial
Effie,Evaline,data_518,20181208,1933000,korea,korea,commercial
Sallie,Faith,data_353,20181207,1139000,korea,korea,commercial
Nettie,Fidelia,data_811,20181111,1007000,korea,korea,commercial
Flora,Freddie,data_267,20181012,1786000,korea,korea,commercial
Flora,Golda,data_440,20181210,1027000,korea,korea,commercial
Flora,Harry,data_243,20181130,1091000,korea,korea,commercial
Susie,Patience,data_243,20181110,1784000,korea,korea,commercial
Maud,Hermine,data_449,20181206,1643000,korea,korea,commercial
Mae,Hessie,data_585,20181129,1685000,korea,korea,commercial
Etta,Ivah,data_490,20181208,1477000,korea,korea,commercial
Emily,Janette,data_522,20181118,1121000,korea,korea,commercial
Sadie,Jennette,data_618,20181107,1569000,korea,korea,commercial
Caroline,Joella,data_795,20181115,1284000,korea,korea,commercial
Katie,Kathryne,data_921,20181112,1334000,korea,korea,commercial
Lydia,Emily,data_109,20181102,1399000,korea,korea,commercial
Elsie,Lanie,data_120,20181024,1348000,korea,korea,commercial
Kate,Emily,data_863,20181122,1338000,korea,korea,commercial
Susan,Leana,data_955,20181208,1164000,korea,korea,commercial
Mollie,Leatha,data_146,20181210,1297000,korea,korea,commercial
Alma,Leo,data_80,20181125,1938000,korea,korea,commercial
Addie,Liller,data_556,20181116,1468000,korea,korea,commercial
Georgia,Lillis,data_835,20181211,1965000,korea,korea,commercial
Eliza,Louetta,data_314,20181014,1861000,korea,korea,commercial
Lulu,Emily,data_13,20181011,1590000,korea,korea,commercial
Nannie,Mai,data_195,20181112,1885000,korea,korea,commercial
Lottie,Emily,data_399,20181101,1922000,korea,korea,commercial
Amanda,Maryann,data_113,20181129,1437000,korea,korea,commercial
Belle,Melva,data_249,20181030,1877000,korea,korea,commercial
Charlotte,Emily,data_964,20181205,1565000,korea,korea,commercial
Rebecca,Mercedes,data_334,20181128,1202000,korea,korea,commercial
Emily,Merle,data_754,20181115,1659000,korea,korea,commercial
Viola,Mima,data_432,20181112,1367000,korea,korea,commercial
Emily,Minda,data_853,20181123,1588000,korea,korea,commercial
Amelia,Monica,data_277,20181201,1091000,korea,korea,commercial
Emily,Nealie,data_123,20181107,1355000,korea,korea,commercial
Jane,Netta,data_418,20181020,1712000,korea,korea,commercial
Virginia,Nolia,data_214,20181118,1402000,korea,korea,commercial
Emily,Nonie,data_633,20181101,1016000,korea,korea,commercial
Mary,Emily,data_336,20181114,1749000,korea,korea,commercial
Anna,Muriel,data_190,20181026,1709000,korea,korea,commercial
Emma,Neppie,data_513,20181024,1891000,korea,korea,commercial
Elizabeth,Olie,data_798,20181030,1828000,korea,korea,commercial
Minnie,Onie,data_336,20181113,1796000,korea,korea,commercial
Margaret,Osa,data_402,20181124,1904000,korea,korea,commercial
Ella,Otelia,data_163,20181115,1545000,korea,korea,commercial
Alice,Paralee,data_730,20181108,1508000,korea,korea,commercial
Ella,Patience,data_2,20181209,1423000,korea,korea,commercial
Sarah,Rella,data_47,20181017,1055000,korea,korea,commercial
Annie,Rillie,data_912,20181203,1402000,korea,korea,commercial
Clara,Rosanna,data_804,20181129,1669000,korea,korea,commercial
Ella,Theo,data_698,20181031,1871000,korea,korea,commercial
Anna,Tilda,data_207,20181129,1608000,korea,korea,commercial
Cora,Patience,data_351,20181013,1431000,korea,korea,commercial
Martha,Flora,data_1000,20181128,1523000,korea,korea,commercial
Laura,Viva,data_77,20181012,1569000,korea,korea,commercial
Anna,Yetta,data_338,20181015,1870000,korea,korea,commercial
Grace,Cora,data_447,20181112,1506000,korea,korea,commercial
Carrie,Zola,data_313,20181014,1088000,korea,korea,commercial
Cora,Osa,data_325,20181114,1839000,korea,korea,commercial
Anna,Flora,data_336,20181118,1930000,korea,korea,commercial
Laura,Alba,data_325,20181111,1806000,korea,korea,commercial
Laura,Alda,data_871,20181105,1776000,korea,korea,commercial
Anna,Alla,data_336,20181120,1154000,korea,korea,commercial
Julia,Alverta,data_390,20181106,1751000,korea,korea,commercial
Anna,Flora,data_246,20181124,1291000,korea,korea,commercial
Anna,Ardelia,data_562,20181102,1613000,korea,korea,commercial
Cora,Ardella,data_766,20181206,1864000,korea,korea,commercial
Ella,Arrie,data_342,20181106,1426000,korea,korea,commercial
Cora,Arvilla,data_336,20181111,1118000,korea,korea,commercial
Lillian,Augustine,data_292,20181023,1668000,korea,korea,commercial
Ada,Aurora,data_336,20181105,1104000,korea,korea,commercial
Lillie,Bama,data_925,20181011,1621000,korea,korea,commercial
Laura,Cora,data_663,20181102,1108000,korea,korea,commercial
Jessie,Byrd,data_360,20181031,1727000,korea,korea,commercial
Cora,Calla,data_336,20181025,1460000,korea,korea,commercial
Ella,Camilla,data_27,20181109,1492000,korea,korea,commercial
Lula,Carey,data_186,20181127,1938000,korea,korea,commercial
Ella,Carlotta,data_295,20181025,1393000,korea,korea,commercial
Eva,Celestia,data_336,20181201,1915000,korea,sookmyung,commercial
Ella,Cherry,data_450,20181119,1296000,korea,sookmyung,commercial
Lena,Flora,data_550,20181207,1655000,korea,sookmyung,commercial
Lucy,Classie,data_372,20181024,1676000,korea,sookmyung,commercial
Ella,Claudine,data_1,20181111,1646000,korea,sookmyung,commercial
Maggie,Clemie,data_536,20181027,1198000,korea,sookmyung,commercial
Pearl,Flora,data_582,20181108,1720000,korea,sookmyung,commercial
Daisy,Clyda,data_128,20181025,1871000,korea,sookmyung,commercial
Fannie,Emily,data_176,20181110,1577000,korea,sookmyung,commercial
Josephine,Flora,data_635,20181012,1159000,korea,sookmyung,commercial
Emily,Dee,data_179,20181209,1776000,korea,sookmyung,commercial
Ella,Dinah,data_336,20181119,1196000,korea,sookmyung,commercial
Katherine,Flora,data_771,20181126,1710000,korea,sookmyung,commercial
Agnes,Ednah,data_317,20181108,1232000,korea,sookmyung,commercial
Marie,Edyth,data_124,20181022,1751000,korea,sookmyung,commercial
Nora,Eleanora,data_859,20181026,1388000,korea,sookmyung,commercial
May,Electa,data_917,20181104,1362000,korea,sookmyung,commercial
Mamie,Flora,data_547,20181210,1210000,korea,sookmyung,commercial
Blanche,Erie,data_6,20181211,1371000,korea,sookmyung,commercial
Stella,Eudora,data_44,20181019,1284000,korea,sookmyung,commercial
Ella,Euphemia,data_375,20181110,1331000,korea,sookmyung,commercial
Nancy,Flora,data_549,20181101,1304000,korea,sookmyung,commercial
Effie,Evaline,data_518,20181208,1933000,korea,sookmyung,commercial
Sallie,Faith,data_353,20181207,1139000,korea,sookmyung,commercial
Nettie,Fidelia,data_811,20181111,1007000,korea,sookmyung,commercial
Flora,Freddie,data_267,20181012,1786000,korea,sookmyung,commercial
Flora,Golda,data_440,20181210,1027000,korea,sookmyung,commercial
Flora,Harry,data_243,20181130,1091000,korea,sookmyung,commercial
Susie,Patience,data_243,20181110,1784000,korea,sookmyung,commercial
Maud,Hermine,data_449,20181206,1643000,korea,sookmyung,commercial
Mae,Hessie,data_585,20181129,1685000,korea,sookmyung,commercial
Etta,Ivah,data_490,20181208,1477000,korea,sookmyung,commercial
Emily,Janette,data_522,20181118,1121000,korea,sookmyung,commercial
Sadie,Jennette,data_618,20181107,1569000,korea,sookmyung,commercial
Caroline,Joella,data_795,20181115,1284000,korea,sookmyung,commercial
Katie,Kathryne,data_921,20181112,1334000,korea,sookmyung,commercial
Lydia,Emily,data_109,20181102,1399000,korea,sookmyung,commercial
Elsie,Lanie,data_120,20181024,1348000,korea,sookmyung,commercial
Kate,Emily,data_863,20181122,1338000,korea,sookmyung,commercial
Susan,Leana,data_955,20181208,1164000,korea,sookmyung,commercial
Mollie,Leatha,data_146,20181210,1297000,korea,sookmyung,commercial
Alma,Leo,data_80,20181125,1938000,korea,sookmyung,commercial
Addie,Liller,data_556,20181116,1468000,korea,sookmyung,commercial
Georgia,Lillis,data_835,20181211,1965000,korea,sookmyung,commercial
Eliza,Louetta,data_314,20181014,1861000,korea,sookmyung,commercial
Lulu,Emily,data_13,20181011,1590000,korea,sookmyung,commercial
Nannie,Mai,data_195,20181112,1885000,korea,sookmyung,commercial
Lottie,Emily,data_399,20181101,1922000,korea,sookmyung,commercial
Amanda,Maryann,data_113,20181129,1437000,korea,sookmyung,commercial
Belle,Melva,data_249,20181030,1877000,korea,sookmyung,commercial
Charlotte,Emily,data_964,20181205,1565000,korea,sookmyung,commercial
Rebecca,Mercedes,data_334,20181128,1202000,korea,sookmyung,commercial
Emily,Merle,data_754,20181115,1659000,korea,sookmyung,commercial
Viola,Mima,data_432,20181112,1367000,korea,sookmyung,commercial
Emily,Minda,data_853,20181123,1588000,korea,sookmyung,commercial
Amelia,Monica,data_277,20181201,1091000,korea,sookmyung,commercial
Emily,Nealie,data_123,20181107,1355000,korea,sookmyung,commercial
Jane,Netta,data_418,20181020,1712000,korea,sookmyung,commercial
Virginia,Nolia,data_214,20181118,1402000,korea,sookmyung,commercial
Emily,Nonie,data_633,20181101,1016000,korea,sookmyung,commercial
Mary,Emily,data_336,20181114,1749000,korea,sookmyung,commercial
Anna,Muriel,data_190,20181026,1709000,korea,sookmyung,commercial
Emma,Neppie,data_513,20181024,1891000,korea,sookmyung,commercial
Elizabeth,Olie,data_798,20181030,1828000,korea,sookmyung,commercial
Minnie,Onie,data_336,20181113,1796000,korea,sookmyung,commercial
Margaret,Osa,data_402,20181124,1904000,korea,sookmyung,commercial
Ella,Otelia,data_163,20181115,1545000,korea,sookmyung,commercial
Alice,Paralee,data_730,20181108,1508000,korea,sookmyung,commercial
Ella,Patience,data_2,20181209,1423000,korea,sookmyung,commercial
Sarah,Rella,data_47,20181017,1055000,korea,sookmyung,commercial
Annie,Rillie,data_912,20181203,1402000,korea,sookmyung,commercial
Clara,Rosanna,data_804,20181129,1669000,korea,sookmyung,commercial
Ella,Theo,data_698,20181031,1871000,korea,sookmyung,commercial
Anna,Tilda,data_207,20181129,1608000,korea,sookmyung,commercial
Cora,Patience,data_351,20181013,1431000,korea,sookmyung,commercial
Martha,Flora,data_1000,20181128,1523000,korea,sookmyung,commercial
Laura,Viva,data_77,20181012,1569000,korea,sookmyung,commercial
Anna,Yetta,data_338,20181015,1870000,korea,sookmyung,commercial
Grace,Cora,data_447,20181112,1506000,korea,sookmyung,commercial
Carrie,Zola,data_313,20181014,1088000,korea,sookmyung,commercial
Cora,Osa,data_325,20181114,1839000,korea,sookmyung,commercial
Anna,Flora,data_336,20181118,1930000,korea,sookmyung,commercial
Laura,Alba,data_325,20181111,1806000,korea,sookmyung,commercial
Laura,Alda,data_871,20181105,1776000,korea,sookmyung,commercial
Anna,Alla,data_336,20181120,1154000,korea,sookmyung,commercial
Julia,Alverta,data_390,20181106,1751000,korea,sookmyung,commercial
Anna,Flora,data_246,20181124,1291000,korea,sookmyung,commercial
Anna,Ardelia,data_562,20181102,1613000,korea,sookmyung,commercial
Cora,Ardella,data_766,20181206,1864000,korea,sookmyung,commercial
Ella,Arrie,data_342,20181106,1426000,korea,sookmyung,commercial
Cora,Arvilla,data_336,20181111,1118000,korea,sookmyung,commercial
Lillian,Augustine,data_292,20181023,1668000,korea,sookmyung,commercial
Ada,Aurora,data_336,20181105,1104000,korea,sookmyung,commercial
Lillie,Bama,data_925,20181011,1621000,korea,sookmyung,commercial
Laura,Cora,data_663,20181102,1108000,korea,sookmyung,commercial
Jessie,Byrd,data_360,20181031,1727000,korea,sookmyung,commercial
Cora,Calla,data_336,20181025,1460000,korea,sookmyung,commercial
Ella,Camilla,data_27,20181109,1492000,korea,sookmyung,commercial
Lula,Carey,data_186,20181127,1938000,korea,sookmyung,commercial
Ella,Carlotta,data_295,20181025,1393000,korea,sookmyung,commercial
Eva,Celestia,data_336,20181201,1915000,korea,sookmyung,commercial
Ella,Cherry,data_450,20181119,1296000,korea,sookmyung,commercial
Lena,Flora,data_550,20181207,1655000,korea,sookmyung,commercial
Lucy,Classie,data_372,20181024,1676000,korea,sookmyung,commercial
Ella,Claudine,data_1,20181111,1646000,korea,sookmyung,commercial
Maggie,Clemie,data_536,20181027,1198000,korea,sookmyung,commercial
Pearl,Flora,data_582,20181108,1720000,korea,sookmyung,commercial
Daisy,Clyda,data_128,20181025,1871000,korea,sookmyung,commercial
Fannie,Emily,data_176,20181110,1577000,korea,sookmyung,commercial
Josephine,Flora,data_635,20181012,1159000,korea,sookmyung,commercial
Emily,Dee,data_179,20181209,1776000,korea,sookmyung,commercial
Ella,Dinah,data_336,20181119,1196000,korea,sookmyung,commercial
Katherine,Flora,data_771,20181126,1710000,korea,sookmyung,commercial
Agnes,Ednah,data_317,20181108,1232000,korea,sookmyung,commercial
Marie,Edyth,data_124,20181022,1751000,korea,sookmyung,commercial
Nora,Eleanora,data_859,20181026,1388000,korea,sookmyung,commercial
May,Electa,data_917,20181104,1362000,korea,sookmyung,commercial
Mamie,Flora,data_547,20181210,1210000,korea,sookmyung,commercial
Blanche,Erie,data_6,20181211,1371000,korea,sookmyung,commercial
Stella,Eudora,data_44,20181019,1284000,korea,sookmyung,commercial
Ella,Euphemia,data_375,20181110,1331000,korea,sookmyung,commercial
Nancy,Flora,data_549,20181101,1304000,korea,sookmyung,commercial
Effie,Evaline,data_518,20181208,1933000,korea,sookmyung,commercial
Sallie,Faith,data_353,20181207,1139000,korea,sookmyung,commercial
Nettie,Fidelia,data_811,20181111,1007000,korea,sookmyung,commercial
Flora,Freddie,data_267,20181012,1786000,korea,sookmyung,commercial
Flora,Golda,data_440,20181210,1027000,korea,sookmyung,commercial
Flora,Harry,data_243,20181130,1091000,korea,sookmyung,commercial
Susie,Patience,data_243,20181110,1784000,korea,sookmyung,commercial
Maud,Hermine,data_449,20181206,1643000,korea,sookmyung,commercial
Mae,Hessie,data_585,20181129,1685000,korea,sookmyung,commercial
Etta,Ivah,data_490,20181208,1477000,korea,sookmyung,commercial
Emily,Janette,data_522,20181118,1121000,korea,sookmyung,commercial
Sadie,Jennette,data_618,20181107,1569000,korea,sookmyung,commercial
Caroline,Joella,data_795,20181115,1284000,korea,sookmyung,commercial
Katie,Kathryne,data_921,20181112,1334000,korea,sookmyung,commercial
Lydia,Emily,data_109,20181102,1399000,korea,sookmyung,commercial
Elsie,Lanie,data_120,20181024,1348000,korea,sookmyung,commercial
Kate,Emily,data_863,20181122,1338000,korea,sookmyung,commercial
Susan,Leana,data_955,20181208,1164000,korea,sookmyung,commercial
Mollie,Leatha,data_146,20181210,1297000,korea,sookmyung,commercial
Alma,Leo,data_80,20181125,1938000,korea,sookmyung,commercial
Addie,Liller,data_556,20181116,1468000,korea,sookmyung,commercial
Georgia,Lillis,data_835,20181211,1965000,korea,sookmyung,commercial
Eliza,Louetta,data_314,20181014,1861000,korea,sookmyung,commercial
Lulu,Emily,data_13,20181011,1590000,korea,sookmyung,commercial
Nannie,Mai,data_195,20181112,1885000,korea,sookmyung,commercial
Lottie,Emily,data_399,20181101,1922000,korea,sookmyung,commercial
Amanda,Maryann,data_113,20181129,1437000,korea,sookmyung,commercial
Belle,Melva,data_249,20181030,1877000,korea,sookmyung,commercial
Charlotte,Emily,data_964,20181205,1565000,korea,sookmyung,commercial
Rebecca,Mercedes,data_334,20181128,1202000,korea,sookmyung,commercial
Emily,Merle,data_754,20181115,1659000,korea,sookmyung,commercial
Viola,Mima,data_432,20181112,1367000,korea,sookmyung,commercial
Emily,Minda,data_853,20181123,1588000,korea,sookmyung,commercial
Amelia,Monica,data_277,20181201,1091000,korea,sookmyung,commercial
Emily,Nealie,data_123,20181107,1355000,korea,sookmyung,commercial
Jane,Netta,data_418,20181020,1712000,korea,sookmyung,commercial
Virginia,Nolia,data_214,20181118,1402000,korea,sookmyung,commercial
Emily,Nonie,data_633,20181101,1016000,korea,sookmyung,commercial
Mary,Emily,data_336,20181114,1749000,korea,sookmyung,commercial
Anna,Muriel,data_190,20181026,1709000,korea,sookmyung,commercial
Emma,Neppie,data_513,20181024,1891000,korea,sookmyung,commercial
Elizabeth,Olie,data_798,20181030,1828000,korea,sookmyung,commercial
Minnie,Onie,data_336,20181113,1796000,korea,sookmyung,commercial
Margaret,Osa,data_402,20181124,1904000,korea,sookmyung,commercial
Ella,Otelia,data_163,20181115,1545000,korea,sookmyung,commercial
Alice,Paralee,data_730,20181108,1508000,korea,sookmyung,commercial
Ella,Patience,data_2,20181209,1423000,korea,sookmyung,commercial
Sarah,Rella,data_47,20181017,1055000,korea,sookmyung,commercial
Annie,Rillie,data_912,20181203,1402000,korea,sookmyung,commercial
Clara,Rosanna,data_804,20181129,1669000,korea,sookmyung,commercial
Ella,Theo,data_698,20181031,1871000,korea,sookmyung,commercial
Anna,Tilda,data_207,20181129,1608000,korea,sookmyung,commercial
Cora,Patience,data_351,20181013,1431000,korea,sookmyung,commercial
Martha,Flora,data_1000,20181128,1523000,korea,sookmyung,commercial
Laura,Viva,data_77,20181012,1569000,korea,sookmyung,commercial
Anna,Yetta,data_338,20181015,1870000,korea,sookmyung,commercial
Grace,Cora,data_447,20181112,1506000,korea,sookmyung,commercial
Carrie,Zola,data_313,20181014,1088000,korea,sookmyung,commercial
Cora,Osa,data_325,20181114,1839000,korea,sookmyung,commercial
Anna,Flora,data_336,20181118,1930000,korea,sookmyung,commercial
Laura,Alba,data_325,20181111,1806000,korea,sookmyung,commercial
Laura,Alda,data_871,20181105,1776000,korea,sookmyung,commercial
Anna,Alla,data_336,20181120,1154000,korea,sookmyung,commercial
Julia,Alverta,data_390,20181106,1751000,korea,sookmyung,commercial
Anna,Flora,data_246,20181124,1291000,korea,sookmyung,commercial
Anna,Ardelia,data_562,20181102,1613000,korea,sookmyung,commercial
Cora,Ardella,data_766,20181206,1864000,korea,sookmyung,commercial
Ella,Arrie,data_342,20181106,1426000,korea,sookmyung,commercial
Cora,Arvilla,data_336,20181111,1118000,korea,sookmyung,commercial
Lillian,Augustine,data_292,20181023,1668000,korea,sookmyung,commercial
Ada,Aurora,data_336,20181105,1104000,korea,sookmyung,commercial
Lillie,Bama,data_925,20181011,1621000,korea,sookmyung,commercial
Laura,Cora,data_663,20181102,1108000,korea,sookmyung,commercial
Jessie,Byrd,data_360,20181031,1727000,korea,sookmyung,commercial
Cora,Calla,data_336,20181025,1460000,korea,sookmyung,commercial
Ella,Camilla,data_27,20181109,1492000,korea,sookmyung,commercial
Lula,Carey,data_186,20181127,1938000,korea,sookmyung,commercial
Ella,Carlotta,data_295,20181025,1393000,korea,sookmyung,commercial
Eva,Celestia,data_336,20181201,1915000,korea,sookmyung,commercial
Ella,Cherry,data_450,20181119,1296000,korea,sookmyung,commercial
Lena,Flora,data_550,20181207,1655000,korea,sookmyung,commercial
Lucy,Classie,data_372,20181024,1676000,korea,sookmyung,commercial
Ella,Claudine,data_1,20181111,1646000,korea,sookmyung,commercial
Maggie,Clemie,data_536,20181027,1198000,korea,sookmyung,commercial
Pearl,Flora,data_582,20181108,1720000,korea,sookmyung,commercial
Daisy,Clyda,data_128,20181025,1871000,korea,sookmyung,commercial
Fannie,Emily,data_176,20181110,1577000,korea,sookmyung,commercial
Josephine,Flora,data_635,20181012,1159000,korea,sookmyung,commercial
Emily,Dee,data_179,20181209,1776000,korea,sookmyung,commercial
Ella,Dinah,data_336,20181119,1196000,korea,sookmyung,commercial
Katherine,Flora,data_771,20181126,1710000,korea,sookmyung,commercial
Agnes,Ednah,data_317,20181108,1232000,korea,sookmyung,commercial
Marie,Edyth,data_124,20181022,1751000,korea,sookmyung,commercial
Nora,Eleanora,data_859,20181026,1388000,korea,sookmyung,commercial
May,Electa,data_917,20181104,1362000,korea,sookmyung,commercial
Mamie,Flora,data_547,20181210,1210000,korea,sookmyung,commercial
Blanche,Erie,data_6,20181211,1371000,korea,sookmyung,commercial
Stella,Eudora,data_44,20181019,1284000,korea,sookmyung,commercial
Ella,Euphemia,data_375,20181110,1331000,korea,sookmyung,commercial
Nancy,Flora,data_549,20181101,1304000,korea,sookmyung,commercial
Effie,Evaline,data_518,20181208,1933000,korea,sookmyung,commercial
Sallie,Faith,data_353,20181207,1139000,korea,sookmyung,commercial
Nettie,Fidelia,data_811,20181111,1007000,korea,sookmyung,commercial
Flora,Freddie,data_267,20181012,1786000,korea,sookmyung,commercial
Flora,Golda,data_440,20181210,1027000,korea,sookmyung,commercial
Flora,Harry,data_243,20181130,1091000,korea,sookmyung,commercial
Susie,Patience,data_243,20181110,1784000,korea,sookmyung,commercial
Maud,Hermine,data_449,20181206,1643000,korea,sookmyung,commercial
Mae,Hessie,data_585,20181129,1685000,korea,sookmyung,commercial
Etta,Ivah,data_490,20181208,1477000,korea,sookmyung,commercial
Emily,Janette,data_522,20181118,1121000,korea,sookmyung,commercial
Sadie,Jennette,data_618,20181107,1569000,korea,sookmyung,commercial
Caroline,Joella,data_795,20181115,1284000,korea,sookmyung,commercial
Katie,Kathryne,data_921,20181112,1334000,korea,sookmyung,commercial
Lydia,Emily,data_109,20181102,1399000,korea,sookmyung,commercial
Elsie,Lanie,data_120,20181024,1348000,korea,sookmyung,commercial
Kate,Emily,data_863,20181122,1338000,korea,sookmyung,commercial
Susan,Leana,data_955,20181208,1164000,korea,sookmyung,commercial
Mollie,Leatha,data_146,20181210,1297000,korea,sookmyung,commercial
Alma,Leo,data_80,20181125,1938000,korea,sookmyung,commercial
Addie,Liller,data_556,20181116,1468000,korea,sookmyung,commercial
Georgia,Lillis,data_835,20181211,1965000,korea,sookmyung,commercial
Eliza,Louetta,data_314,20181014,1861000,korea,sookmyung,commercial
Lulu,Emily,data_13,20181011,1590000,korea,sookmyung,commercial
Nannie,Mai,data_195,20181112,1885000,korea,sookmyung,commercial
Lottie,Emily,data_399,20181101,1922000,korea,sookmyung,commercial
Amanda,Maryann,data_113,20181129,1437000,korea,sookmyung,commercial
Belle,Melva,data_249,20181030,1877000,korea,sookmyung,commercial
Charlotte,Emily,data_964,20181205,1565000,korea,sookmyung,commercial
Rebecca,Mercedes,data_334,20181128,1202000,korea,sookmyung,commercial
Emily,Merle,data_754,20181115,1659000,korea,sookmyung,commercial
Viola,Mima,data_432,20181112,1367000,korea,sookmyung,commercial
Emily,Minda,data_853,20181123,1588000,korea,sookmyung,commercial
Amelia,Monica,data_277,20181201,1091000,korea,sookmyung,commercial
Emily,Nealie,data_123,20181107,1355000,korea,sookmyung,commercial
Jane,Netta,data_418,20181020,1712000,korea,sookmyung,commercial
Virginia,Nolia,data_214,20181118,1402000,korea,sookmyung,commercial
Emily,Nonie,data_633,20181101,1016000,korea,sookmyung,commercial
Mary,Emily,data_336,20181114,1749000,korea,sookmyung,commercial
Anna,Muriel,data_190,20181026,1709000,korea,sookmyung,commercial
Emma,Neppie,data_513,20181024,1891000,korea,sookmyung,commercial
Elizabeth,Olie,data_798,20181030,1828000,korea,sookmyung,commercial
Minnie,Onie,data_336,20181113,1796000,korea,sookmyung,commercial
Margaret,Osa,data_402,20181124,1904000,korea,sookmyung,commercial
Ella,Otelia,data_163,20181115,1545000,korea,sookmyung,commercial
Alice,Paralee,data_730,20181108,1508000,korea,sookmyung,commercial
Ella,Patience,data_2,20181209,1423000,korea,sookmyung,commercial
Sarah,Rella,data_47,20181017,1055000,korea,sookmyung,commercial
Annie,Rillie,data_912,20181203,1402000,korea,sookmyung,commercial
Clara,Rosanna,data_804,20181129,1669000,korea,sookmyung,commercial
Ella,Theo,data_698,20181031,1871000,korea,sookmyung,commercial
Anna,Tilda,data_207,20181129,1608000,korea,sookmyung,commercial
Cora,Patience,data_351,20181013,1431000,korea,sookmyung,commercial
Martha,Flora,data_1000,20181128,1523000,korea,sookmyung,commercial
Laura,Viva,data_77,20181012,1569000,korea,sookmyung,commercial
Anna,Yetta,data_338,20181015,1870000,korea,sookmyung,commercial
Grace,Cora,data_447,20181112,1506000,korea,sookmyung,commercial
Carrie,Zola,data_313,20181014,1088000,korea,sookmyung,commercial
Cora,Osa,data_325,20181114,1839000,korea,sookmyung,commercial
Anna,Flora,data_336,20181118,1930000,korea,sookmyung,commercial
Laura,Alba,data_325,20181111,1806000,korea,sookmyung,commercial
Laura,Alda,data_871,20181105,1776000,korea,sookmyung,commercial
Anna,Alla,data_336,20181120,1154000,korea,sookmyung,commercial
Julia,Alverta,data_390,20181106,1751000,korea,sookmyung,commercial
Anna,Flora,data_246,20181124,1291000,korea,sookmyung,commercial
Anna,Ardelia,data_562,20181102,1613000,korea,sookmyung,commercial
Cora,Ardella,data_766,20181206,1864000,korea,sookmyung,commercial
Ella,Arrie,data_342,20181106,1426000,korea,sookmyung,commercial
Cora,Arvilla,data_336,20181111,1118000,korea,sookmyung,commercial
Lillian,Augustine,data_292,20181023,1668000,korea,sookmyung,commercial
Ada,Aurora,data_336,20181105,1104000,korea,sookmyung,commercial
Lillie,Bama,data_925,20181011,1621000,korea,sookmyung,commercial
Laura,Cora,data_663,20181102,1108000,korea,sookmyung,commercial
Jessie,Byrd,data_360,20181031,1727000,korea,sookmyung,commercial
Cora,Calla,data_336,20181025,1460000,korea,sookmyung,commercial
Ella,Camilla,data_27,20181109,1492000,korea,sookmyung,commercial
Lula,Carey,data_186,20181127,1938000,korea,sookmyung,commercial
Ella,Carlotta,data_295,20181025,1393000,korea,sookmyung,commercial
Eva,Celestia,data_336,20181201,1915000,korea,sookmyung,commercial
Ella,Cherry,data_450,20181119,1296000,korea,sookmyung,commercial
Lena,Flora,data_550,20181207,1655000,korea,sookmyung,commercial
Lucy,Classie,data_372,20181024,1676000,korea,sookmyung,commercial
Ella,Claudine,data_1,20181111,1646000,korea,sookmyung,commercial
Maggie,Clemie,data_536,20181027,1198000,korea,sookmyung,commercial
Pearl,Flora,data_582,20181108,1720000,korea,sookmyung,commercial
Daisy,Clyda,data_128,20181025,1871000,korea,sookmyung,commercial
Fannie,Emily,data_176,20181110,1577000,korea,sookmyung,commercial
Josephine,Flora,data_635,20181012,1159000,korea,sookmyung,commercial
Emily,Dee,data_179,20181209,1776000,korea,sookmyung,commercial
Ella,Dinah,data_336,20181119,1196000,korea,sookmyung,commercial
Katherine,Flora,data_771,20181126,1710000,korea,sookmyung,commercial
Agnes,Ednah,data_317,20181108,1232000,korea,sookmyung,commercial
Marie,Edyth,data_124,20181022,1751000,korea,sookmyung,commercial
Nora,Eleanora,data_859,20181026,1388000,korea,sookmyung,commercial
May,Electa,data_917,20181104,1362000,korea,sookmyung,commercial
Mamie,Flora,data_547,20181210,1210000,korea,sookmyung,commercial
Blanche,Erie,data_6,20181211,1371000,korea,sookmyung,commercial
Stella,Eudora,data_44,20181019,1284000,korea,sookmyung,commercial
Ella,Euphemia,data_375,20181110,1331000,korea,sookmyung,commercial
Nancy,Flora,data_549,20181101,1304000,korea,sookmyung,commercial
Effie,Evaline,data_518,20181208,1933000,korea,sookmyung,commercial
Sallie,Faith,data_353,20181207,1139000,korea,sookmyung,commercial
Nettie,Fidelia,data_811,20181111,1007000,korea,sookmyung,commercial
Flora,Freddie,data_267,20181012,1786000,korea,sookmyung,commercial
Flora,Golda,data_440,20181210,1027000,korea,sookmyung,commercial
Flora,Harry,data_243,20181130,1091000,korea,sookmyung,commercial
Susie,Patience,data_243,20181110,1784000,korea,sookmyung,commercial
Maud,Hermine,data_449,20181206,1643000,korea,sookmyung,commercial
Mae,Hessie,data_585,20181129,1685000,korea,sookmyung,commercial
Etta,Ivah,data_490,20181208,1477000,korea,sookmyung,commercial
Emily,Janette,data_522,20181118,1121000,korea,sookmyung,commercial
Sadie,Jennette,data_618,20181107,1569000,korea,sookmyung,commercial
Caroline,Joella,data_795,20181115,1284000,korea,sookmyung,commercial
