소유자,소유자소속,데이터,가격,데이터종류,수집장치,행동,날짜,행위자,행위자소속,데이터,가격,데이터종류,수집장치
장혁민,네슬레,data_588,1838889,이미지데이터,LG페이,생성,20170417,,,,,,
김민민,LG화학,data_637,1151986,소셜데이터,카카오페이,변환,20171006,,,data_214,1863373,의료데이터,페이션트모니터
최다인,한국외국어대학교,data_575,1649066,위치데이터,샤오미미밴드,생성,20191008,,,,,,
조혜원,NOKIA,data_796,1864266,시간데이터,페이션트모니터,판매,20121210,안소희,대한법률구조공단,,,,
추지원,3M,data_693,1182645,문서데이터,롯데카드,가공,20200519,,,data_306,1961899,건강데이터,스마트워치
이수현,코리아익스프레스에어,data_279,1990045,이미지데이터,페이션트모니터,배포,20201220,하인성,한국인터넷진흥원,,,,
최남현,한국전력거래소,data_143,1545946,이미지데이터,삼성카드,가공,20160825,,,data_857,1544782,의료데이터,T머니
남도림,인텔,data_599,1852199,소셜데이터,애플워치,변환,20120413,,,data_781,1625275,위치데이터,스마트워치
권도림,NH투자증권,data_261,1566623,속도데이터,갤럭시워치,판매,20180324,하인성,국립중앙의료원,,,,
임찬원,(주)한화,data_441,1436311,교통데이터,네이버클로바,판매,20150712,민경아,대한법률구조공단,,,,
김다정,알리바바,data_619,1880639,통화시간데이터,신한카드,가공,20120326,,,data_824,1348493,의료데이터,스마트워치
한채림,Volvo,data_725,1629886,이미지데이터,삼성페이,배포,20130829,민경아,SK텔레콤,,,,
장원정,현대자동차,data_757,1239656,이미지데이터,애플페이,생성,20200719,,,,,,
한민숙,미쓰비시UFJ,data_150,1114662,소셜데이터,네이버페이,판매,20161103,서민지,AWS,,,,
한고정,SK건설,data_269,1340365,이미지데이터,삼성카드,가공,20180819,,,data_776,1274167,건강데이터,스마트워치
주상준,캐세이퍼시픽,data_425,1653881,시청데이터,LG페이,변환,20191103,,,data_710,1993986,음성데이터,레일플러스
배주원,버라이즌,data_819,1646859,이동거리데이터,페이션트모니터,생성,20200725,,,,,,
차시루,(주)한화,data_283,1236652,문서데이터,애플워치,생성,20160309,,,,,,
박주현,한국전력기술,data_334,1423528,이미지데이터,스마트글래스,변환,20190520,,,data_418,1194088,건강데이터,AI스피커
오세빈,한국투자공사,data_812,1385594,성별데이터,샤오미미밴드,가공,20170110,,,data_980,1183469,건강데이터,스마트워치
장유빈,미쓰비시UFJ,data_823,1219649,영상데이터,애플페이,가공,20160729,,,data_944,1133913,음성데이터,AI스피커
김시원,루프트한자,data_458,1628631,소셜데이터,레일플러스,가공,20180829,,,data_245,1950882,위치데이터,스마트워치
최해정,한국콘텐츠진흥원,data_803,1685698,행동이력데이터,네이버페이,생성,20130719,,,,,,
노지영,한양대학교,data_048,1196656,속도데이터,구글홈미니,변환,20161210,,,data_104,1071876,건강데이터,삼성페이
장순빈,뉴욕증권거래소,data_608,1915442,체온데이터,코어스마트밴드,생성,20120423,,,,,,
장현욱,한국공정거래조정원,data_937,1088084,문자데이터,코어스마트밴드,배포,20180510,정예인,한국데이터진흥원,,,,
조휘혁,SAP,data_425,1106462,위치데이터,샤오미미밴드,생성,20160307,,,,,,
박진우,HSBC,data_114,1686540,날씨데이터,레일플러스,변환,20120809,,,data_246,1300632,음성데이터,페이션트모니터
홍길영,동국대학교,data_016,1926683,문서데이터,갤럭시워치,변환,20161206,,,data_952,1074638,의료데이터,AI스피커
이채연,버크셔헤더웨이,data_097,1835631,이미지데이터,네이버페이,배포,20190714,장보라,한국인터넷진흥원,,,,
박희태,대한항공카고,data_957,1939319,문자데이터,레일플러스,배포,20181120,안소희,지하철공사,,,,
박시정,화이저,data_683,1441655,통화시간데이터,신한카드,생성,20190805,,,,,,
김가영,한국과학기술원,data_203,1192014,시청데이터,애플페이,가공,20201102,,,data_656,1047958,음성데이터,T머니
장미원,오라클,data_367,1630011,소득데이터,애플페이,생성,20180207,,,,,,
장림성,건강보험심사평가원,data_206,1460381,속도데이터,롯데카드,배포,20180725,안지영,정보통신산업진흥원,,,,
권도현,CJ제일제당,data_834,1489958,음성데이터,애플페이,배포,20200412,김태형,한국개발연구원,,,,
황윤림,한국개발연구원,data_440,1655680,위치데이터,애플페이,배포,20170819,최민호,국민건강보험공단,,,,
박다솔,대구경북과학기술원,data_948,1666616,성별데이터,삼성카드,배포,20151203,서지수,한국과학기술정보연구원,,,,
최지빈,현대건설,data_680,1956955,성별데이터,레일플러스,변환,20160621,,,data_701,1335850,의료데이터,AI스피커
한상현,3M,data_757,1615625,이미지데이터,삼성페이,생성,20180713,,,,,,
김수우,CJ제일제당,data_278,1568200,교통데이터,레일플러스,생성,20130408,,,,,,
한강화,현대중공업,data_423,1969485,날씨데이터,롯데카드,판매,20171219,차준호,한국개발연구원,,,,
차준호,한국개발연구원,data_423,1165454,교통데이터,샤오미AI스피커,변환,20151205,,,data_551,1321095,건강데이터,AI스피커
박택형,data_551,1321095,건강데이터,AI스피커,KB국민카드,가공,20121124,,,data_346,1514529,나이데이터,스마트워치
장하혜,에어부산,data_128,1584969,주거데이터,구글홈미니,생성,20131115,,,,,,
장다림,중국초상은행,data_643,1649452,주거데이터,애플페이,가공,20151215,,,data_197,1674171,건강데이터,캐시비
장혜형,독립기념관,data_563,1316603,소득데이터,캐시비,가공,20120104,,,data_695,1434605,의료데이터,AI스피커
최수영,충남대학교,data_466,1218260,의료데이터,신한카드,생성,20130722,,,,,,
유보아,포스코,data_560,1831598,통화시간데이터,KB국민카드,생성,20201223,,,,,,
이효혁,현대자동차,data_497,1859125,체온데이터,애플워치,생성,20190624,,,,,,
박현영,한국데이터진흥원,data_025,1180969,시간데이터,구글홈미니,가공,20190410,,,data_664,1668903,음성데이터,레일플러스
이현형,월마트,data_787,1545269,요일데이터,롯데카드,배포,20180807,박지민,한국인터넷진흥원,,,,
이채림,교보생명,data_321,1052836,시청데이터,카카오페이,배포,20160626,민윤기,숙명여자대학교,,,,
이유정,현대중공업,data_651,1889664,교통데이터,AITHinkQ,변환,20170131,,,data_741,1132267,의료데이터,스마트워치
김민석,웰스파고,data_377,1614829,문자데이터,애플페이,가공,20200826,,,data_800,1375158,위치데이터,AI스피커
이소룡,(주)LS,data_584,1169866,통화시간데이터,AITHinkQ,생성,20200301,,,,,,
박소원,한양대학교,data_757,1441626,체온데이터,애플워치,판매,20170403,유시아,한국과학기술정보연구원,,,,
민재아,한전KDN,data_388,1893613,건강데이터,구글홈미니,가공,20200819,,,data_968,1154277,음성데이터,캐시비
이소연,삼성물산,data_614,1119592,건강데이터,네이버페이,가공,20181106,,,data_565,1383484,의료데이터,AI스피커
이도림,SK(주),data_120,1660306,행동이력데이터,갤럭시홈미니,배포,20150409,김윤석,CJ올리브네트웍스,,,,
김은천,한국거래소,data_056,1465858,이미지데이터,갤럭시홈미니,가공,20170906,,,data_725,1134736,음성데이터,삼성페이
장예진,건강심사평가원,data_843,1164511,건강데이터,구글홈미니,가공,20150627,,,data_280,1156529,건강데이터,스마트워치
박다현,과학기술정책연구원,data_327,1940686,나이데이터,신한카드,생성,20200501,,,,,,
최의빈,(주)LG,data_541,1483032,문서데이터,샤오미미밴드,가공,20170327,,,data_896,1372679,위치데이터,스마트워치
서효영,코리아익스프레스에어,data_869,1235869,주거데이터,네이버클로바,변환,20130811,,,data_472,1471520,음성데이터,AI스피커
강성지,현대오일뱅크,data_472,1471520,음성데이터,AI스피커,가공,20120314,,,data_551,1478488,건강데이터,스마트워치
한수원,웰스파고,data_992,1162561,요일데이터,T머니,배포,20200725,강한나,SK텔레콤,,,,
곽은택,AWS,data_001,1136356,소득데이터,LG페이,변환,20180828,,,data_105,1090988,건강데이터,AI스피커
임수희,SK네트웍스,data_945,1134862,시청데이터,페이션트모니터,생성,20190121,,,,,,
서효영,SK네트웍스,data_869,1846260,나이데이터,스마트워치,배포,20200713,고은성,국립중앙의료원,,,,
최의열,CJ대한통운,data_566,1869669,위치데이터,코어스마트밴드,배포,20120102,이민형,AWS,,,,
이한아,캐세이퍼시픽,data_481,1180032,시간데이터,구글홈미니,배포,20170214,정윤오,한국인터넷진흥원,,,,
고은성,국립중앙의료원,data_869,1543934,이미지데이터,갤럭시홈미니,가공,20160706,,,data_338,1556923,음성데이터,AI스피커
조용진,화웨이,data_369,1685488,문자데이터,코어스마트밴드,생성,20190608,,,,,,
김혜현,컴캐스트,data_338,1556923,건강데이터,AI스피커,판매,20171014,이채연,한국데이터진흥원,,,,
수보린,대구경북과학기술원,data_497,1646614,주거데이터,AITHinkQ,배포,20190915,정은비,국민건강보험공단,,,,
나주영,한국방송통신전파진흥원,data_167,1685093,통화시간데이터,T머니,가공,20181130,,,data_684,1596980,음성데이터,AI스피커
고세휘,시스코,data_870,1866059,체온데이터,코어스마트밴드,배포,20130518,이채연,한국데이터진흥원,,,,
최가영,한화캐미칼,data_634,1294666,통화시간데이터,애플페이,생성,20130916,,,,,,
조효리,NH농협생명,data_985,1428212,건강데이터,KB국민카드,배포,20150514,유정연,과학기술정책연구원,,,,
박휘아,중앙대학교,data_474,1321942,영상데이터,AITHinkQ,가공,20170707,,,data_285,1081871,위치데이터,삼성페이
최주희,애플,data_781,1246646,이동거리데이터,코어스마트밴드,배포,20160306,강민희,안랩,,,,
장해정,국립중앙의료원,data_790,1466611,나이데이터,네이버페이,변환,20200827,,,data_623,1416572,음성데이터,레일플러스
곽민택,토탈,data_983,1318031,음성데이터,샤오미미밴드,배포,20130424,이동혁,정보통신산업진흥원,,,,
조강자,(주)한화,data_895,1565496,요일데이터,AITHinkQ,생성,20200111,,,,,,
조채현,SINOPEC,data_329,1185662,소득데이터,삼성페이,생성,20181110,,,,,,
권정아,월트디즈니,data_091,1946002,의료데이터,페이션트모니터,가공,20120301,,,data_210,1347688,의료데이터,AI스피커
박도형,토탈,data_620,1216650,통화시간데이터,갤럭시홈미니,생성,20180210,,,,,,
김민주,포스코인터내셔널,data_413,1693299,이미지데이터,갤럭시홈미니,변환,20131226,,,data_796,1959312,위치데이터,삼성페이
박예희,핑안보험,data_391,1490298,의료데이터,네이버클로바,변환,20171228,,,data_848,1383877,음성데이터,스마트워치
최남욱,알파벳,data_861,1544609,이동거리데이터,샤오미미밴드,생성,20130507,,,,,,
최은주,TSMC,data_046,1963910,음성데이터,롯데카드,생성,20171019,,,,,,
안도영,동국대학교,data_975,1535186,문자데이터,T머니,판매,20190810,하재우,지하철공사,,,,
장다은,숙명여자대학교,data_148,1635421,소득데이터,네이버페이,변환,20150810,,,data_264,1734531,위치데이터,AI스피커
조유원,CJ대한통운,data_792,1332126,이동거리데이터,스마트워치,판매,20200805,이지효,대한법률구조공단,,,,
이연아,한국거래소,data_126,1558549,요일데이터,갤럭시워치,가공,20160919,,,data_780,1205662,음성데이터,스마트워치
김수우,소상공인시장진흥공단,data_899,1264520,문서데이터,신한카드,생성,20181227,,,,,,
정성영,중소기업진흥공단,data_167,1506036,나이데이터,샤오미AI스피커,배포,20171001,이민형,국민건강보험공단,,,,
장빛나,존슨앤존슨,data_631,1282868,이미지데이터,갤럭시워치,가공,20160730,,,data_871,1433732,의료데이터,삼성페이
김태현,예금보험공사,data_871,1433732,의료데이터,삼성페이,판매,20150612,유지애,국립중앙의료원,,,,
강민희,축산물품질평가원,data_323,1326665,통화시간데이터,애플워치,변환,20201203,,,data_664,1855762,음성데이터,페이션트모니터
박빈아,로얄더치쉘,data_873,1983519,통화시간데이터,카카오페이,가공,20130424,,,data_622,1008093,위치데이터,캐시비
유지애,국립중앙의료원,data_476,1696569,소셜데이터,페이션트모니터,생성,20160117,,,,,,
최재석,국가핵융합연구소,data_838,1228361,행동이력데이터,페이션트모니터,가공,20160712,,,data_402,1749190,위치데이터,T머니
이택림,KLM,data_364,1462544,이동거리데이터,스마트워치,판매,20191015,한희범,SK텔레콤,,,,
장하민,삼성디스플레이,data_950,1441062,시청데이터,페이션트모니터,가공,20160530,,,data_791,1242332,음성데이터,스마트워치
박혜성,대한항공카고,data_226,1431438,건강데이터,샤오미AI스피커,판매,20170928,안소희,고려대학교,,,,
민서영,AirCanada,data_440,1183090,시청데이터,삼성카드,생성,20191128,,,,,,
유수원,한국주택금융공사,data_496,1016904,소득데이터,T머니,배포,20160822,이연희,NHN,,,,
박지수,코카콜라,data_258,1393322,위치데이터,삼성페이,생성,20120226,,,,,,
이소연,한국철도시설공단,data_448,1366585,나이데이터,삼성페이,가공,20160608,,,data_246,1275410,의료데이터,AI스피커
박민우,선박안전기술공단,data_574,1166524,속도데이터,캐시비,생성,20120421,,,,,,
최한솔,넷플릭스,data_648,1948284,영상데이터,삼성페이,배포,20150728,정은아,국립중앙의료원,,,,
최혜연,코리아익스프레스에어,data_563,1445212,주거데이터,신한카드,배포,20171231,김준면,한국인터넷진흥원,,,,
조민우,코리아익스프레스에어,data_599,1491146,주거데이터,페이션트모니터,생성,20190103,,,,,,
한영미,한국소비자원,data_378,1868496,요일데이터,샤오미AI스피커,판매,20191117,권보미,NHN,,,,
최현휘,인텔,data_640,1811815,시간데이터,삼성페이,생성,20200801,,,,,,
장수영,대한항공,data_338,1645263,날씨데이터,롯데카드,생성,20200716,,,,,,
조수연,한국과학창의재단,data_707,1919884,음성데이터,애플워치,변환,20151217,,,data_822,1588760,위치데이터,AI스피커
곽은빈,아시아나항공,data_179,1618906,성별데이터,롯데카드,생성,20120122,,,,,,
민승영,GS건설,data_425,1669622,문자데이터,스마트워치,배포,20150707,정다솔,한국데이터진흥원,,,,
장민지,소상공인시장진흥공단,data_491,1056685,위치데이터,삼성카드,변환,20180727,,,data_477,1789536,음성데이터,삼성페이
김용현,한국공항공사,data_149,1801162,이미지데이터,네이버페이,변환,20160803,,,data_933,1141187,의료데이터,스마트워치
도시수,코리아익스프레스에어,data_528,1656899,이동거리데이터,갤럭시홈미니,가공,20200822,,,data_954,1013205,건강데이터,AI스피커
조휘휘,독립기념관,data_039,1496968,통화시간데이터,LG페이,가공,20180411,,,data_472,1610966,음성데이터,레일플러스
장은민,국립중앙의료원,data_467,1249360,행동이력데이터,AITHinkQ,가공,20130531,,,data_384,1079184,위치데이터,AI스피커
조진아,LG화학,data_731,1939410,나이데이터,샤오미AI스피커,배포,20160518,임윤아,지하철공사,,,,
이산성,아시아나항공카고,data_546,1600636,성별데이터,애플페이,배포,20160906,정은비,건강보험심사평가원,,,,
장영준,한국전력공사,data_941,1668199,통화시간데이터,샤오미미밴드,가공,20180801,,,data_458,1146957,건강데이터,스마트워치
최소원,넷플릭스,data_559,1391536,문서데이터,롯데카드,배포,20180113,민윤기,한국과학기술정보연구원,,,,
배효빈,캐나다왕립은행,data_824,1800315,속도데이터,샤오미미밴드,배포,20170428,민윤기,고려대학교,,,,
김기윤,CJ제일제당,data_252,1396596,소셜데이터,롯데카드,변환,20121116,,,data_667,1867993,위치데이터,캐시비
김지희,GS리테일,data_944,1114690,주거데이터,네이버클로바,변환,20190927,,,data_290,1584775,건강데이터,AI스피커
유진혁,현대차,data_713,1013205,성별데이터,AITHinkQ,생성,20180302,,,,,,
권형준,NOKIA,data_887,1626429,의료데이터,갤럭시홈미니,생성,20170630,,,,,,
서희원,한국보건산업진흥원,data_154,1565623,요일데이터,캐시비,생성,20180614,,,,,,
노은식,한전 KPS,data_779,1589063,교통데이터,KB국민카드,생성,20191001,,,,,,
박관렬,스위스거래소,data_993,1081044,이미지데이터,애플워치,변환,20201101,,,data_590,1006848,위치데이터,T머니
조림우,소상공인시장진흥공단,data_335,1155905,날씨데이터,스마트글래스,판매,20180911,이태민,CJ올리브네트웍스,,,,
장혁진,코카콜라,data_597,1364964,시청데이터,애플워치,배포,20201008,이채연,삼성SDS,,,,
김윤후,아시아나항공카고,data_678,1624333,문서데이터,샤오미AI스피커,가공,20201014,,,data_381,1505211,음성데이터,AI스피커
백유립,삼성SDI,data_667,1622898,주거데이터,신한카드,판매,20120822,송가인,CJ올리브네트웍스,,,,
한도연,아시아나항공,data_771,1666234,영상데이터,애플페이,배포,20170803,이지혜,건강보험심사평가원,,,,
박나훈,산업인력공단,data_288,1289356,이동거리데이터,롯데카드,생성,20201221,,,,,,
김수진,한국투자공사,data_462,1963033,영상데이터,네이버페이,배포,20121123,이규형,지하철공사,,,,
장림영,GILEADSCIENCE,data_879,1934905,시간데이터,삼성카드,배포,20170612,김연경,지하철공사,,,,
최다윤,SK하이닉스,data_196,1166401,의료데이터,카카오페이,배포,20121229,문태일,삼성SDS,,,,
조유원,나스퍼스,data_634,1156639,의료데이터,신한카드,배포,20121019,하재우,과학기술정책연구원,,,,
이민주,충남대학교,data_527,1166431,건강데이터,샤오미AI스피커,배포,20131120,이지효,건강보험심사평가원,,,,
박예현,애플,data_489,1841963,주거데이터,스마트워치,판매,20121016,김채현,대한법률구조공단,,,,
김혜성,도로교통공단,data_634,1416599,시간데이터,스마트워치,가공,20120224,,,data_682,1436901,건강데이터,AI스피커
황인현,홍익대학교,data_100,1651060,체온데이터,샤오미미밴드,배포,20121010,최서연,AWS,,,,
장지원,예금보험공사,data_461,1696332,이미지데이터,LG페이,배포,20200121,손채영,한국인터넷진흥원,,,,
류규아,(주)한화,data_797,1956516,교통데이터,네이버클로바,변환,20150104,,,data_281,1948082,의료데이터,T머니
장유리,GS리테일,data_782,1946244,문서데이터,삼성카드,생성,20160314,,,,,,
박진혁,한국과학기술원,data_883,1423028,음성데이터,네이버페이,변환,20190126,,,data_520,1393855,음성데이터,AI스피커
이장아,기술보증기금,data_788,1611461,이미지데이터,갤럭시홈미니,판매,20171106,서민지,상명대학교,,,,
박현수,한국가스공사,data_337,1445236,위치데이터,롯데카드,생성,20150624,,,,,,
권은민,REWE,data_655,1058564,이미지데이터,캐시비,생성,20160313,,,,,,
장유민,화웨이,data_274,1320155,통화시간데이터,KB국민카드,변환,20121017,,,data_549,1148973,의료데이터,AI스피커
조민하,에어서울,data_553,1990469,날씨데이터,페이션트모니터,배포,20120805,이채연,한국인터넷진흥원,,,,
안예빈,버크셔헤더웨이,data_776,1123348,이미지데이터,LG페이,변환,20121219,,,data_377,1321942,위치데이터,AI스피커
김영은,예금보험공사,data_278,1156996,음성데이터,스마트워치,배포,20130412,한유림,대한법률구조공단,,,,
박다인,핑안보험,data_317,1316156,건강데이터,갤럭시홈미니,변환,20201224,,,data_260,1513641,음성데이터,삼성페이
배민섭,코레일유통,data_350,1020683,행동이력데이터,샤오미미밴드,변환,20151202,,,data_973,1792027,음성데이터,AI스피커
한돈호,NH농협생명,data_099,1659360,행동이력데이터,AITHinkQ,생성,20120607,,,,,,
최희숙,국민건강보험공단,data_312,1282485,체온데이터,AITHinkQ,변환,20121115,,,data_729,1860978,건강데이터,스마트워치
장민욱,Ryanair,data_690,1134593,행동이력데이터,스마트글래스,배포,20180409,권은택,건강보험심사평가원,,,,
한세민,삼성전자,data_867,1680663,행동이력데이터,캐시비,배포,20200125,정은비,NHN,,,,
서주아,CJ올리브네트웍스,data_242,1396491,속도데이터,캐시비,변환,20170622,,,data_633,1235204,위치데이터,삼성페이
한혁휘,국민대학교,data_895,1398512,위치데이터,애플페이,생성,20171117,,,,,,
하재민,현대차,data_518,1165852,시간데이터,스마트글래스,배포,20131221,신유나,한국개발연구원,,,,
김소민,BHPBILLLITON,data_270,1608618,속도데이터,KB국민카드,생성,20120911,,,,,,
소보린,한국가스공사,data_644,1596660,요일데이터,삼성페이,생성,20180710,,,,,,
최준수,펩시코,data_113,1442685,날씨데이터,KB국민카드,생성,20170816,,,,,,
최민애,한국과학창의재단,data_986,1146419,음성데이터,스마트워치,가공,20201011,,,data_842,1645627,위치데이터,스마트워치
박송이,홈디포,data_083,1839051,교통데이터,레일플러스,배포,20160713,차준호,삼성SDS,,,,
장주현,Volvo,data_471,1866539,주거데이터,샤오미AI스피커,배포,20160514,임나연,과학기술정책연구원,,,,
박현아,KLM,data_606,1313036,문서데이터,구글홈미니,가공,20120621,,,data_223,1986392,음성데이터,삼성페이
한민수,이스타항공,data_471,1133886,건강데이터,갤럭시홈미니,변환,20120216,,,data_110,1956818,건강데이터,스마트워치
이선정,한국전력거래소,data_754,1289208,문자데이터,T머니,생성,20120306,,,,,,
유빈혁,정보통신산업진흥원,data_110,1956818,건강데이터,스마트워치,가공,20171219,,,data_184,1692211,위치데이터,T머니
조효리,카타르항공,data_184,1692211,위치데이터,스마트워치,가공,20201026,,,data_938,1263883,건강데이터,스마트워치
장선준,에어포항,data_691,1966165,문서데이터,신한카드,배포,20120425,문태일,한국개발연구원,,,,
민승영,런던거래소,data_984,1166061,행동이력데이터,구글홈미니,생성,20180214,,,,,,
조인욱,공무원연금공단,data_774,1682054,위치데이터,KB국민카드,가공,20161004,,,data_516,1015265,건강데이터,페이션트모니터
조해정,메드트로닉,data_439,1868416,시청데이터,애플워치,판매,20130727,이지호,한국인터넷진흥원,,,,
한이주,버라이즌,data_555,1256181,위치데이터,AITHinkQ,판매,20131105,전소연,국립중앙의료원,,,,
장준희,한국해양과학기술원,data_507,1589481,문자데이터,애플페이,변환,20180515,,,data_399,1343149,위치데이터,스마트워치
백현립,LG화학,data_836,1448996,시간데이터,애플페이,판매,20161001,김현민,한국연구재단,,,,
조영훈,암베브,data_531,1684391,소셜데이터,코어스마트밴드,판매,20200601,이재인,과학기술정책연구원,,,,
이동훈,한전KDN,data_915,1638894,문서데이터,KB국민카드,배포,20130411,곽은진,국립중앙의료원,,,,
조연주,카타르항공,data_119,1065114,시간데이터,AITHinkQ,판매,20201216,김민규,정보통신산업진흥원,,,,
류미림,포스코,data_370,1403984,교통데이터,롯데카드,생성,20170403,,,,,,
장하민,LG디스플레이,data_120,1284932,주거데이터,LG페이,판매,20161011,정은비,건강보험심사평가원,,,,
김해림,한국자산관리공사,data_580,1146211,시청데이터,갤럭시홈미니,생성,20200404,,,,,,
조하림,(주)두산,data_944,1411586,음성데이터,신한카드,배포,20200813,임윤아,과학기술정책연구원,,,,
박예휘,숙명여자대학교,data_537,1459143,체온데이터,KB국민카드,가공,20200506,,,data_105,1769968,위치데이터,AI스피커
최나인,포스코,data_661,1008556,통화시간데이터,네이버클로바,변환,20170814,,,data_572,1577879,위치데이터,스마트워치
최효아,롯데쇼핑,data_016,1854596,소셜데이터,스마트워치,판매,20190817,김민규,안랩,,,,
정다현,대한법률구조공단,data_945,1230536,통화시간데이터,스마트글래스,판매,20170603,이태민,한국연구재단,,,,
배주희,한국전력기술,data_261,1498258,요일데이터,LG페이,변환,20170526,,,data_242,1483671,건강데이터,AI스피커
한영희,한국농어촌공사,data_849,1936368,체온데이터,네이버클로바,변환,20150806,,,data_653,1568474,위치데이터,캐시비
최예지,알파벳,data_255,1053069,성별데이터,삼성페이,생성,20130127,,,,,,
조예현,국민대학교,data_347,1234363,소셜데이터,갤럭시워치,가공,20191027,,,data_957,1370198,위치데이터,스마트워치
조수희,한전 KPS,data_975,1631926,영상데이터,스마트글래스,배포,20170603,정다솔,한국보건산업진흥원,,,,
최원영,한국주택금융공사,data_551,1159596,시청데이터,KB국민카드,판매,20160922,배주현,안랩,,,,
장민욱,한국방송통신전파진흥원,data_908,1631604,체온데이터,롯데카드,변환,20180830,,,data_808,1575933,음성데이터,AI스피커
최관렬,롯데쇼핑,data_630,1445936,체온데이터,T머니,배포,20161125,서영호,건강보험심사평가원,,,,
안지현,한국산림복지진흥원,data_398,1806588,요일데이터,카카오페이,생성,20180501,,,,,,
최다림,텐센트,data_039,1109100,나이데이터,스마트워치,가공,20120703,,,data_720,1829437,건강데이터,AI스피커
한가원,중소기업진흥공단,data_995,1896492,음성데이터,네이버클로바,배포,20180121,김영주,국립중앙의료원,,,,
장민헌,한화캐미칼,data_714,1090865,소셜데이터,코어스마트밴드,판매,20170802,이연희,국립중앙의료원,,,,
한승지,월트디즈니,data_772,1584822,시청데이터,삼성페이,배포,20180723,임나연,한국과학기술정보연구원,,,,
장고진,FEDEX,data_898,1192936,위치데이터,스마트글래스,배포,20130301,김성규,삼성SDS,,,,
한민휘,나스퍼스,data_595,1269649,소셜데이터,네이버페이,가공,20150419,,,data_324,1176471,의료데이터,AI스피커
장혁진,한국과학창의재단,data_706,1993318,체온데이터,네이버클로바,판매,20170424,도경수,과학기술정책연구원,,,,
김민림,DB손해보험,data_785,1095013,위치데이터,샤오미미밴드,배포,20190421,강민희,한국개발연구원,,,,
김수현,한국전력공사,data_296,1162305,나이데이터,롯데카드,가공,20190805,,,data_668,1289479,의료데이터,AI스피커
이효균,메드트로닉,data_474,1308306,영상데이터,갤럭시워치,생성,20171020,,,,,,
권대미,한국데이터진흥원,data_295,1189266,의료데이터,삼성페이,생성,20201028,,,,,,
조해인,신용보증기금,data_215,1868009,성별데이터,갤럭시워치,생성,20190614,,,,,,
박민정,정보통신산업진흥원,data_624,1435636,행동이력데이터,캐시비,배포,20170124,한유림,국민건강보험공단,,,,
조소균,SK텔레콤,data_845,1156098,소득데이터,페이션트모니터,생성,20180327,,,,,,
장효정,씨티그룹,data_239,1693611,시간데이터,코어스마트밴드,변환,20160210,,,data_745,1777548,의료데이터,스마트워치
박다은,SINOPEC,data_516,1584665,이미지데이터,롯데카드,가공,20150514,,,data_570,1198446,위치데이터,스마트워치
한민윤,국립생태원,data_846,1215210,주거데이터,캐시비,배포,20201214,이규형,CJ올리브네트웍스,,,,
한재현,삼성물산,data_926,1462953,이미지데이터,KB국민카드,생성,20190508,,,,,,
한주현,AirFrance,data_450,1534638,시청데이터,구글홈미니,변환,20190911,,,data_494,1428043,위치데이터,삼성페이
장은민,알리안츠,data_346,1664400,음성데이터,삼성카드,가공,20120628,,,data_331,1475127,의료데이터,스마트워치
강도영,FEDEX,data_811,1606694,주거데이터,T머니,배포,20171224,김준면,정보통신산업진흥원,,,,
최소균,화이저,data_135,1900056,교통데이터,갤럭시워치,배포,20170305,김영주,AWS,,,,
민소빈,웰스파고,data_858,1069061,나이데이터,샤오미AI스피커,가공,20170831,,,data_214,1369157,위치데이터,AI스피커
최지이,한국데이터진흥원,data_884,1480241,이미지데이터,애플워치,배포,20201117,도경수,국립중앙의료원,,,,
한은이,대한항공,data_122,1326302,요일데이터,KB국민카드,생성,20160424,,,,,,
장해원,Ryanair,data_294,1616569,소득데이터,네이버클로바,가공,20160809,,,data_236,1482719,의료데이터,캐시비
한휘아,버라이즌,data_173,1006848,날씨데이터,갤럭시홈미니,판매,20161105,서민지,한국인터넷진흥원,,,,
윤정석,한국토지주택공사,data_059,1356614,시청데이터,페이션트모니터,가공,20190818,,,data_342,1705686,의료데이터,T머니
백소현,코레일관광개발,data_168,1264968,문서데이터,갤럭시워치,생성,20130807,,,,,,
박철민,대만거래소,data_544,1308931,속도데이터,레일플러스,생성,20170114,,,,,,
권보아,식품안전정보원,data_472,1540292,소득데이터,페이션트모니터,가공,20120721,,,data_251,1951581,음성데이터,스마트워치
박혜인,현대자동차,data_185,1681266,주거데이터,신한카드,생성,20120804,,,,,,
한원준,HSBC,data_808,1289649,성별데이터,코어스마트밴드,배포,20120315,김영주,CJ올리브네트웍스,,,,
이현성,ABBOTT,data_800,1619482,의료데이터,레일플러스,판매,20170820,김현민,한화캐미칼,,,,
김현민,한화캐미칼,data_558,1289112,시청데이터,갤럭시워치,배포,20121013,박지민,대한법률구조공단,,,,
이소민,한국환경공단,data_411,1890848,속도데이터,KB국민카드,변환,20181211,,,data_895,1194248,의료데이터,스마트워치
박지민,대한법률구조공단,data_487,1640680,위치데이터,카카오페이,배포,20171023,박진우,한국데이터진흥원,,,,
장명민,NVIDIA,data_114,1195169,건강데이터,KB국민카드,변환,20150117,,,data_964,1615804,위치데이터,T머니
최영연,화웨이,data_775,1028824,요일데이터,페이션트모니터,변환,20160625,,,data_564,1508292,음성데이터,삼성페이
송찬인,한국해양과학기술원,data_259,1343856,이미지데이터,코어스마트밴드,생성,20130924,,,,,,
