소유자,소유자소속,데이터,가격,데이터종류,수집장치,행동,날짜,행위자,행위자소속,데이터,가격,데이터종류,수집장치
백인호,한국과학기술정보연구원,data_902,1988082,위치데이터,삼성페이,배포,20170520,하인성,과학기술정책연구원,,,,
서민지,한국데이터진흥원,data_471,1646851,위치데이터,삼성페이,가공,20161201,김소정,과학기술정책연구원,data_459,1355583,음성데이터,AI스피커
정예인,한국인터넷진흥원,data_537,1032226,건강데이터,AI스피커,배포,20170520,김지우,국립중앙의료원,,,,
유지애,한국과학기술정보연구원,data_212,1135143,위치데이터,캐시비,가공,20180619,이지혜,한국과학기술정보연구원,data_135,1398583,음성데이터,삼성페이
강민희,AWS,data_452,1967091,음성데이터,스마트워치,변환,20181123,김이진,정보통신산업진흥원,data_850,1345320,건강데이터,레일플러스
유정연,한국개발연구원,data_165,1801162,의료데이터,AI스피커,변환,20170520,이채연,SK텔레콤,data_122,1751070,위치데이터,스마트워치
전소연,국민건강보험공단,data_884,1095921,의료데이터,스마트워치,변환,20170520,김현민,SK텔레콤,data_743,1707048,음성데이터,AI스피커
양유정,삼성SDS,data_102,1540795,위치데이터,캐시비,생성,20160518,,,,,,
이재인,한국데이터진흥원,data_559,1621756,위치데이터,캐시비,변환,20170520,임나연,대한법률구조공단,data_462,1708612,건강데이터,AI스피커
임나연,한국과학기술정보연구원,data_943,1385713,의료데이터,스마트워치,변환,20181231,강미나,한국보건산업진흥원,data_270,1214542,음성데이터,스마트워치
하재우,SK텔레콤,data_609,1029876,의료데이터,페이션트모니터,배포,20170520,권보아,안랩,,,,
안소희,지하철공사,data_994,1272590,건강데이터,스마트워치,판매,20170520,양유정,한국개발연구원,,,,
박지민,SK텔레콤,data_529,1355939,음성데이터,스마트워치,생성,20170206,,,,,,
김소정,한국데이터진흥원,data_543,1017795,위치데이터,레일플러스,수정,20171014,강미나,안랩,data_119,1056799,의료데이터,페이션트모니터
정은비,CJ올리브네트웍스,data_942,1037319,의료데이터,페이션트모니터,가공,20180112,김윤석,안랩,data_455,1463265,건강데이터,AI스피커
정예인,안랩,data_232,1848027,의료데이터,스마트워치,생성,20160919,,,,,,
곽은진,국민건강보험공단,data_434,1438461,건강데이터,AI스피커,전달,20170520,최민호,정보통신산업진흥원,,,,
곽은진,삼성SDS,data_892,1999527,위치데이터,T머니,수정,20180915,황민현,고려대학교,data_410,1698776,위치데이터,AI스피커
전소연,AWS,data_566,1320106,의료데이터,페이션트모니터,가공,20171124,최민호,SK텔레콤,data_170,1157506,건강데이터,스마트워치
정윤오,삼성SDS,data_496,1925339,위치데이터,삼성페이,배포,20170520,이재인,한국개발연구원,,,,
김소정,고려대학교,data_895,1375488,건강데이터,스마트워치,변환,20170520,백인호,안랩,data_237,1478577,음성데이터,삼성페이
이지혜,지하철공사,data_875,1832871,음성데이터,AI스피커,생성,20180218,,,,,,
김민석,한국과학기술정보연구원,data_489,1400030,위치데이터,삼성페이,생성,20171225,,,,,,
정다솔,한국연구재단,data_156,1179650,음성데이터,AI스피커,판매,20170520,권은택,숙명여자대학교,,,,
유지애,건강보험심사평가원,data_214,1069004,의료데이터,스마트워치,전달,20170520,이채연,한국보건산업진흥원,,,,
김준면,삼성SDS,data_860,1438269,위치데이터,T머니,전달,20170520,이주연,지하철공사,,,,
김민석,상명대학교,data_158,1625541,위치데이터,캐시비,가공,20170714,안소희,한국개발연구원,data_724,1653098,건강데이터,T머니
박은태,대한법률구조공단,data_512,1628342,위치데이터,삼성페이,생성,20160703,,,,,,
우진주,CJ올리브네트웍스,data_492,1902206,음성데이터,스마트워치,생성,20160712,,,,,,
백인호,상명대학교,data_442,1745838,건강데이터,AI스피커,수정,20160719,정윤오,한국과학기술정보연구원,data_568,1008557,의료데이터,캐시비
안지영,국립중앙의료원,data_223,1529288,위치데이터,레일플러스,전달,20170520,이치훈,대한법률구조공단,,,,
김이진,대한법률구조공단,data_508,1188167,위치데이터,T머니,배포,20170520,박은태,고려대학교,,,,
이지효,한국연구재단,data_117,1797986,위치데이터,삼성페이,배포,20170520,이채연,한국과학기술정보연구원,,,,
윤소호,한국데이터진흥원,data_870,1691622,의료데이터,AI스피커,생성,20160703,,,,,,
김이진,한국보건산업진흥원,data_351,1573284,의료데이터,페이션트모니터,수정,20180516,임소윤,건강보험심사평가원,data_325,1738635,의료데이터,스마트워치
임나연,한국인터넷진흥원,data_304,1196759,건강데이터,스마트워치,배포,20170520,민경아,국립중앙의료원,,,,
강민희,AWS,data_949,1499849,음성데이터,스마트워치,전달,20170520,최서연,고려대학교,,,,
임찬민,한국데이터진흥원,data_338,1051567,위치데이터,레일플러스,생성,20180218,,,,,,
임나연,SK텔레콤,data_620,1902636,의료데이터,AI스피커,판매,20170520,이지혜,한국인터넷진흥원,,,,
차시루,SK텔레콤,data_562,1798925,음성데이터,AI스피커,수정,20180505,김다현,삼성SDS,data_752,1387631,건강데이터,AI스피커
김지우,한국데이터진흥원,data_266,1563533,위치데이터,T머니,생성,20170728,,,,,,
이재균,NHN,data_260,1709908,건강데이터,스마트워치,생성,20170805,,,,,,
이재인,한국연구재단,data_548,1098550,의료데이터,스마트워치,전달,20170520,정윤오,삼성SDS,,,,
김영주,한국보건산업진흥원,data_373,1853889,건강데이터,AI스피커,생성,20181214,,,,,,
김윤석,한국개발연구원,data_122,1904769,위치데이터,T머니,수정,20180405,신유나,AWS,data_982,1312067,위치데이터,T머니
박지민,지하철공사,data_442,1211265,위치데이터,T머니,가공,20170710,이지혜,상명대학교,data_964,1290229,건강데이터,AI스피커
김성규,한국인터넷진흥원,data_479,1707245,의료데이터,스마트워치,전달,20170520,차시루,숙명여자대학교,,,,
배유빈,SK텔레콤,data_506,1169640,건강데이터,AI스피커,변환,20170520,도경수,과학기술정책연구원,data_472,1720570,건강데이터,스마트워치
서민지,한국연구재단,data_321,1538983,건강데이터,스마트워치,생성,20180818,,,,,,
이연희,한국보건산업진흥원,data_110,1119828,음성데이터,AI스피커,전달,20170520,우진주,한국개발연구원,,,,
권은택,CJ올리브네트웍스,data_428,1273795,의료데이터,페이션트모니터,판매,20170520,정윤오,상명대학교,,,,
서가영,안랩,data_707,1117713,의료데이터,스마트워치,가공,20180126,정예인,SK텔레콤,data_256,1726099,건강데이터,스마트워치
이지호,한국과학기술정보연구원,data_125,1403005,의료데이터,AI스피커,전달,20170520,양유정,한국보건산업진흥원,,,,
문태일,국립중앙의료원,data_442,1281146,의료데이터,페이션트모니터,전달,20170520,강한나,한국연구재단,,,,
김현민,과학기술정책연구원,data_806,1136440,건강데이터,스마트워치,배포,20170520,신유나,과학기술정책연구원,,,,
유정연,한국보건산업진흥원,data_990,1856367,의료데이터,AI스피커,가공,20160823,이규형,한국인터넷진흥원,data_445,1443946,의료데이터,AI스피커
김다현,한국연구재단,data_459,1912327,건강데이터,AI스피커,배포,20170520,서영호,NHN,,,,
신유나,건강보험심사평가원,data_787,1144371,위치데이터,캐시비,수정,20180130,정다솔,한국연구재단,data_813,1529399,음성데이터,AI스피커
박은태,고려대학교,data_778,1921161,건강데이터,AI스피커,수정,20160822,안소희,건강보험심사평가원,data_931,1676664,건강데이터,T머니
고은성,과학기술정책연구원,data_153,1214775,음성데이터,AI스피커,변환,20170520,서주현,지하철공사,data_776,1890848,의료데이터,AI스피커
김윤석,대한법률구조공단,data_913,1931026,의료데이터,AI스피커,전달,20170520,서가영,SK텔레콤,,,,
이주연,숙명여자대학교,data_941,1728877,위치데이터,캐시비,생성,20180707,,,,,,
양유정,과학기술정책연구원,data_767,1980388,위치데이터,삼성페이,판매,20170520,윤정한,삼성SDS,,,,
임나연,안랩,data_997,1872990,의료데이터,AI스피커,가공,20160819,윤정한,상명대학교,data_985,1781769,음성데이터,AI스피커
곽은진,고려대학교,data_120,1295829,음성데이터,스마트워치,생성,20161220,,,,,,
이태민,건강보험심사평가원,data_216,1599154,음성데이터,스마트워치,가공,20170115,정윤오,고려대학교,data_303,1091647,의료데이터,AI스피커
차시루,한국과학기술정보연구원,data_514,1223528,위치데이터,레일플러스,생성,20161225,,,,,,
신유나,한국연구재단,data_663,1497830,음성데이터,스마트워치,가공,20180902,김준면,국립중앙의료원,data_249,1903687,의료데이터,스마트워치
양유정,대한법률구조공단,data_950,1206803,음성데이터,스마트워치,생성,20160226,,,,,,
김연경,고려대학교,data_829,1660167,의료데이터,페이션트모니터,판매,20170520,이지효,안랩,,,,
황민현,CJ올리브네트웍스,data_148,1213633,건강데이터,AI스피커,수정,20160623,양유정,국립중앙의료원,data_948,1401878,음성데이터,페이션트모니터
이연희,AWS,data_239,1313036,위치데이터,레일플러스,생성,20170730,,,,,,
전소연,안랩,data_477,1303828,의료데이터,페이션트모니터,전달,20170520,고은성,NHN,,,,
하재우,한국연구재단,data_540,1465969,건강데이터,스마트워치,수정,20180601,안소희,안랩,data_841,1920231,음성데이터,T머니
권은택,건강보험심사평가원,data_475,1314539,위치데이터,삼성페이,변환,20170520,김태형,국민건강보험공단,data_554,1174772,의료데이터,삼성페이
양유정,고려대학교,data_996,1950490,건강데이터,스마트워치,생성,20170302,,,,,,
서민지,한국개발연구원,data_475,1720843,위치데이터,캐시비,판매,20170520,차준호,안랩,,,,
김이진,과학기술정책연구원,data_760,1078879,의료데이터,스마트워치,변환,20170520,이채연,한국인터넷진흥원,data_553,1929160,의료데이터,페이션트모니터
김이진,고려대학교,data_521,1162561,위치데이터,캐시비,수정,20160717,차준호,국립중앙의료원,data_508,1007129,위치데이터,스마트워치
우진주,AWS,data_871,1686278,건강데이터,스마트워치,생성,20170813,,,,,,
문태일,SK텔레콤,data_870,1140900,음성데이터,AI스피커,변환,20170520,이동혁,삼성SDS,data_432,1174597,위치데이터,AI스피커
유정연,국민건강보험공단,data_639,1615038,건강데이터,스마트워치,생성,20160306,,,,,,
차준호,국립중앙의료원,data_682,1960754,음성데이터,스마트워치,전달,20170520,전소연,숙명여자대학교,,,,
양유정,한국연구재단,data_471,1508975,의료데이터,AI스피커,변환,20180819,백인호,NHN,data_565,1867225,음성데이터,페이션트모니터
정은비,지하철공사,data_837,1661205,의료데이터,AI스피커,변환,20170520,이동혁,건강보험심사평가원,data_221,1194755,위치데이터,페이션트모니터
양유정,한국인터넷진흥원,data_603,1617385,음성데이터,스마트워치,판매,20170520,김연경,안랩,,,,
하인성,상명대학교,data_542,1180856,음성데이터,AI스피커,전달,20170520,전소연,한국데이터진흥원,,,,
이민형,한국인터넷진흥원,data_318,1923961,음성데이터,스마트워치,수정,20180707,차준호,과학기술정책연구원,data_776,1291426,건강데이터,AI스피커
권은택,CJ올리브네트웍스,data_829,1000247,의료데이터,페이션트모니터,변환,20170520,양유정,AWS,data_295,1527506,건강데이터,스마트워치
양유정,SK텔레콤,data_512,1016287,의료데이터,스마트워치,전달,20170520,김이진,SK텔레콤,,,,
하재우,한국개발연구원,data_193,1508415,건강데이터,AI스피커,가공,20170729,우진주,정보통신산업진흥원,data_378,1326910,건강데이터,캐시비
배유빈,한국과학기술정보연구원,data_373,1987514,의료데이터,스마트워치,수정,20170406,배주현,NHN,data_661,1000990,음성데이터,스마트워치
김이진,국립중앙의료원,data_386,1754104,의료데이터,스마트워치,판매,20170520,이치훈,한국과학기술정보연구원,,,,
이규형,SK텔레콤,data_642,1584438,위치데이터,레일플러스,전달,20170520,정예인,고려대학교,,,,
정은비,숙명여자대학교,data_188,1248996,건강데이터,AI스피커,판매,20170520,김연경,NHN,,,,
윤정한,안랩,data_764,1084130,위치데이터,T머니,생성,20170316,,,,,,
서주현,건강보험심사평가원,data_429,1839547,의료데이터,스마트워치,생성,20181028,,,,,,
이지효,정보통신산업진흥원,data_986,1180913,의료데이터,스마트워치,생성,20160710,,,,,,
김태형,한국보건산업진흥원,data_907,1626526,건강데이터,스마트워치,배포,20170520,양유정,고려대학교,,,,
강민희,SK텔레콤,data_190,1964785,건강데이터,AI스피커,가공,20160101,전소연,건강보험심사평가원,data_366,1898146,음성데이터,AI스피커
정윤오,한국개발연구원,data_714,1620742,건강데이터,AI스피커,전달,20170520,김소정,한국개발연구원,,,,
장보라,한국과학기술정보연구원,data_483,1951503,건강데이터,AI스피커,가공,20170628,김연경,한국보건산업진흥원,data_684,1984802,위치데이터,AI스피커
이재균,한국인터넷진흥원,data_882,1685853,음성데이터,AI스피커,생성,20170822,,,,,,
양유정,SK텔레콤,data_358,1670914,음성데이터,AI스피커,배포,20170520,이치훈,건강보험심사평가원,,,,
배유빈,SK텔레콤,data_261,1866984,음성데이터,스마트워치,수정,20180307,강미나,CJ올리브네트웍스,data_424,1350029,위치데이터,스마트워치
강한나,정보통신산업진흥원,data_352,1333407,건강데이터,스마트워치,가공,20170527,서주현,안랩,data_263,1576448,의료데이터,스마트워치
서지수,과학기술정책연구원,data_733,1027457,의료데이터,AI스피커,생성,20180808,,,,,,
김칫국,한국과학기술정보연구원,data_693,1590320,음성데이터,스마트워치,생성,20160824,,,,,,
정다솔,과학기술정책연구원,data_589,1468575,의료데이터,스마트워치,생성,20181028,,,,,,
이동혁,한국보건산업진흥원,data_714,1078216,건강데이터,스마트워치,변환,20160328,김이진,한국연구재단,data_210,1611182,건강데이터,캐시비
정윤오,한국데이터진흥원,data_651,1641943,음성데이터,스마트워치,전달,20170520,정다솔,한국데이터진흥원,,,,
김이진,삼성SDS,data_512,1528837,위치데이터,T머니,전달,20170520,서민지,SK텔레콤,,,,
양유정,상명대학교,data_891,1984802,의료데이터,스마트워치,생성,20161207,,,,,,
신유나,안랩,data_694,1211132,음성데이터,스마트워치,변환,20170520,서지수,건강보험심사평가원,data_196,1155698,의료데이터,AI스피커
양유정,한국연구재단,data_142,1213225,음성데이터,스마트워치,생성,20180716,,,,,,
김현민,한국보건산업진흥원,data_513,1331420,음성데이터,스마트워치,전달,20170520,양유정,한국인터넷진흥원,,,,
정예인,한국인터넷진흥원,data_190,1977311,위치데이터,T머니,생성,20180511,,,,,,
유정연,CJ올리브네트웍스,data_510,1080074,위치데이터,레일플러스,수정,20160227,정은아,대한법률구조공단,data_932,1545531,음성데이터,스마트워치
차시루,숙명여자대학교,data_949,1934092,의료데이터,스마트워치,전달,20170520,양유정,한국데이터진흥원,,,,
권보아,SK텔레콤,data_700,1370949,의료데이터,스마트워치,판매,20170520,이채연,국립중앙의료원,,,,
서영호,삼성SDS,data_831,1104965,건강데이터,AI스피커,변환,20170802,이치훈,안랩,data_359,1626094,건강데이터,AI스피커
이치훈,한국인터넷진흥원,data_404,1298361,의료데이터,스마트워치,변환,20170520,정윤오,AWS,data_113,1046202,위치데이터,AI스피커
유지애,CJ올리브네트웍스,data_365,1493784,위치데이터,삼성페이,판매,20170520,이진기,한국개발연구원,,,,
서민지,한국인터넷진흥원,data_487,1085072,의료데이터,스마트워치,수정,20170617,전소연,숙명여자대학교,data_387,1455200,음성데이터,레일플러스
안지영,지하철공사,data_145,1311090,음성데이터,스마트워치,판매,20170520,이지효,한국개발연구원,,,,
김소정,CJ올리브네트웍스,data_785,1970537,위치데이터,삼성페이,수정,20160213,정은비,한국연구재단,data_294,1492989,의료데이터,캐시비
강미나,고려대학교,data_289,1805423,음성데이터,스마트워치,생성,20161211,,,,,,
김영주,한국보건산업진흥원,data_943,1775887,의료데이터,페이션트모니터,생성,20181030,,,,,,
배주현,한국보건산업진흥원,data_612,1869409,위치데이터,T머니,생성,20160222,,,,,,
하재우,지하철공사,data_373,1883479,건강데이터,AI스피커,배포,20170520,양유정,CJ올리브네트웍스,,,,
신유나,SK텔레콤,data_660,1294970,건강데이터,AI스피커,생성,20160902,,,,,,
유시아,한국보건산업진흥원,data_682,1703636,건강데이터,AI스피커,생성,20170731,,,,,,
민경아,고려대학교,data_967,1625559,의료데이터,AI스피커,생성,20180518,,,,,,
유지애,지하철공사,data_280,1055249,음성데이터,스마트워치,생성,20180129,,,,,,
정다솔,상명대학교,data_820,1957890,위치데이터,캐시비,변환,20170520,양유정,삼성SDS,data_148,1058470,음성데이터,스마트워치
양유정,국민건강보험공단,data_497,1183595,의료데이터,페이션트모니터,배포,20170520,고은성,숙명여자대학교,,,,
정예인,정보통신산업진흥원,data_390,1959295,건강데이터,AI스피커,판매,20170520,양유정,대한법률구조공단,,,,
이규형,한국데이터진흥원,data_578,1996245,음성데이터,AI스피커,수정,20161119,강민희,AWS,data_936,1985884,음성데이터,스마트워치
정윤오,한국보건산업진흥원,data_627,1435310,위치데이터,T머니,생성,20180131,,,,,,
차준호,지하철공사,data_601,1149591,건강데이터,AI스피커,생성,20160804,,,,,,
양유정,대한법률구조공단,data_256,1509263,음성데이터,AI스피커,판매,20170520,이재인,과학기술정책연구원,,,,
차시루,한국개발연구원,data_772,1152559,의료데이터,스마트워치,수정,20170323,임소윤,한국과학기술정보연구원,data_208,1813143,위치데이터,페이션트모니터
김성규,정보통신산업진흥원,data_696,1701316,건강데이터,스마트워치,변환,20170520,김영주,NHN,data_615,1659370,위치데이터,T머니
이주연,NHN,data_869,1069414,위치데이터,삼성페이,가공,20160419,양유정,국민건강보험공단,data_717,1757920,건강데이터,스마트워치
이치훈,한국개발연구원,data_935,1868231,의료데이터,AI스피커,판매,20170520,이동혁,상명대학교,,,,
정은비,국립중앙의료원,data_933,1274167,건강데이터,스마트워치,배포,20170520,곽은진,한국과학기술정보연구원,,,,
이민형,지하철공사,data_578,1801273,음성데이터,AI스피커,판매,20170520,강미나,CJ올리브네트웍스,,,,
정은비,건강보험심사평가원,data_251,1264768,위치데이터,캐시비,생성,20180401,,,,,,
곽은진,대한법률구조공단,data_728,1888028,음성데이터,스마트워치,판매,20170520,백인호,정보통신산업진흥원,,,,
도경수,국민건강보험공단,data_893,1679018,의료데이터,AI스피커,생성,20160730,,,,,,
양유정,건강보험심사평가원,data_546,1938111,음성데이터,AI스피커,생성,20161217,,,,,,
서주현,고려대학교,data_460,1150221,건강데이터,AI스피커,배포,20170520,서가영,정보통신산업진흥원,,,,
장보라,국립중앙의료원,data_985,1754053,의료데이터,AI스피커,전달,20170520,이재인,한국보건산업진흥원,,,,
장보라,한국개발연구원,data_462,1572404,위치데이터,레일플러스,전달,20170520,김민석,안랩,,,,
윤정한,건강보험심사평가원,data_420,1610966,음성데이터,스마트워치,판매,20170520,임찬민,국립중앙의료원,,,,
김다현,한국연구재단,data_223,1666368,위치데이터,삼성페이,생성,20170513,,,,,,
배주현,한국개발연구원,data_898,1683421,건강데이터,AI스피커,변환,20180801,이민형,NHN,data_394,1803330,의료데이터,삼성페이
이주연,NHN,data_534,1237735,위치데이터,삼성페이,생성,20180611,,,,,,
윤정한,과학기술정책연구원,data_178,1772970,의료데이터,AI스피커,생성,20160202,,,,,,
최서연,한국데이터진흥원,data_529,1764104,음성데이터,AI스피커,전달,20170520,권은택,삼성SDS,,,,
서민지,과학기술정책연구원,data_274,1073276,음성데이터,스마트워치,생성,20171018,,,,,,
강한나,국립중앙의료원,data_380,1245499,건강데이터,스마트워치,생성,20170916,,,,,,
송가인,한국데이터진흥원,data_382,1463666,위치데이터,캐시비,수정,20181101,김다현,지하철공사,data_191,1757100,건강데이터,AI스피커
김성규,국민건강보험공단,data_337,1321467,의료데이터,페이션트모니터,수정,20180516,윤소호,한국연구재단,data_828,1927815,위치데이터,캐시비
정은비,삼성SDS,data_499,1739332,의료데이터,페이션트모니터,가공,20161221,김이진,안랩,data_698,1090988,음성데이터,페이션트모니터
유정연,대한법률구조공단,data_973,1386427,의료데이터,스마트워치,가공,20170805,이수현,NHN,data_369,1773461,의료데이터,캐시비
양유정,과학기술정책연구원,data_782,1461921,위치데이터,T머니,변환,20170520,이수현,과학기술정책연구원,data_240,1083219,위치데이터,AI스피커
양유정,AWS,data_296,1634163,위치데이터,T머니,수정,20180428,양유정,안랩,data_437,1114404,음성데이터,캐시비
김이진,안랩,data_189,1250438,위치데이터,레일플러스,전달,20170520,이규형,지하철공사,,,,
양유정,한국과학기술정보연구원,data_568,1731760,의료데이터,페이션트모니터,수정,20170111,서가영,대한법률구조공단,data_535,1731707,건강데이터,스마트워치
임소윤,한국개발연구원,data_294,1504115,음성데이터,스마트워치,배포,20170520,이태민,NHN,,,,
이지호,정보통신산업진흥원,data_678,1159299,건강데이터,AI스피커,변환,20170520,이재인,삼성SDS,data_616,1505112,음성데이터,스마트워치
최서연,한국보건산업진흥원,data_403,1522465,위치데이터,레일플러스,가공,20160721,도경수,대한법률구조공단,data_536,1419858,음성데이터,T머니
김준면,과학기술정책연구원,data_555,1253976,음성데이터,AI스피커,판매,20170520,양유정,AWS,,,,
양유정,건강보험심사평가원,data_233,1643724,건강데이터,스마트워치,생성,20180827,,,,,,
박수영,SK텔레콤,data_942,1178023,음성데이터,스마트워치,전달,20170520,이치훈,한국데이터진흥원,,,,
유지애,NHN,data_534,1475189,건강데이터,AI스피커,가공,20170101,정다솔,국민건강보험공단,data_307,1975938,의료데이터,AI스피커
이수현,한국개발연구원,data_704,1768948,건강데이터,스마트워치,수정,20181023,정다솔,한국연구재단,data_524,1675623,건강데이터,스마트워치
양유정,지하철공사,data_610,1615735,음성데이터,AI스피커,배포,20170520,권은택,CJ올리브네트웍스,,,,
김이진,안랩,data_925,1691494,위치데이터,캐시비,가공,20170907,김다현,NHN,data_439,1207811,위치데이터,스마트워치
권보아,상명대학교,data_207,1335752,의료데이터,AI스피커,변환,20170520,이재인,지하철공사,data_887,1818792,위치데이터,AI스피커
김이진,정보통신산업진흥원,data_851,1756499,음성데이터,스마트워치,생성,20180415,,,,,,
김현민,한국데이터진흥원,data_363,1025170,의료데이터,페이션트모니터,배포,20170520,김소정,과학기술정책연구원,,,,
곽은진,과학기술정책연구원,data_992,1714663,의료데이터,AI스피커,전달,20170520,강민희,한국과학기술정보연구원,,,,
임소윤,AWS,data_329,1957129,의료데이터,AI스피커,수정,20160107,김윤석,한국개발연구원,data_213,1843525,음성데이터,AI스피커
박지민,SK텔레콤,data_609,1756363,의료데이터,스마트워치,판매,20170520,양유정,NHN,,,,
박은태,국민건강보험공단,data_225,1882783,위치데이터,T머니,전달,20170520,장보라,건강보험심사평가원,,,,
이동혁,삼성SDS,data_820,1159314,음성데이터,스마트워치,전달,20170520,하인성,한국연구재단,,,,
배유빈,안랩,data_935,1928781,의료데이터,AI스피커,변환,20170520,이연희,건강보험심사평가원,data_172,1505401,음성데이터,AI스피커
고은성,안랩,data_571,1153926,건강데이터,AI스피커,수정,20170304,윤정한,CJ올리브네트웍스,data_310,1573898,의료데이터,스마트워치
서주현,NHN,data_599,1269859,건강데이터,AI스피커,변환,20170412,송가인,정보통신산업진흥원,data_190,1456728,의료데이터,페이션트모니터
김태형,안랩,data_174,1671385,의료데이터,스마트워치,판매,20170520,김이진,정보통신산업진흥원,,,,
오세훈,대한법률구조공단,data_851,1174597,음성데이터,AI스피커,생성,20170915,,,,,,
김칫국,숙명여자대학교,data_713,1303768,건강데이터,스마트워치,변환,20170520,고은성,고려대학교,data_866,1540909,음성데이터,삼성페이
안지영,대한법률구조공단,data_785,1926873,의료데이터,페이션트모니터,판매,20170520,서가영,한국데이터진흥원,,,,
서영호,국립중앙의료원,data_868,1556762,위치데이터,삼성페이,생성,20180413,,,,,,
윤정한,SK텔레콤,data_217,1798551,건강데이터,스마트워치,배포,20170520,이주연,정보통신산업진흥원,,,,
우진주,한국개발연구원,data_698,1878361,음성데이터,AI스피커,가공,20171219,정예인,CJ올리브네트웍스,data_988,1412981,건강데이터,스마트워치
서주현,NHN,data_749,1187423,의료데이터,페이션트모니터,수정,20181117,이재인,SK텔레콤,data_339,1687017,음성데이터,스마트워치
서주현,한국과학기술정보연구원,data_296,1028281,건강데이터,AI스피커,판매,20170520,안지영,상명대학교,,,,
임찬민,과학기술정책연구원,data_106,1462999,의료데이터,스마트워치,가공,20160412,차준호,한국보건산업진흥원,data_239,1247442,위치데이터,스마트워치
김성규,고려대학교,data_363,1676653,건강데이터,AI스피커,판매,20170520,임소윤,안랩,,,,
정다솔,한국개발연구원,data_117,1312067,건강데이터,AI스피커,판매,20170520,임찬민,한국데이터진흥원,,,,
권보아,숙명여자대학교,data_557,1543934,위치데이터,삼성페이,생성,20161014,,,,,,
양유정,삼성SDS,data_519,1201661,위치데이터,레일플러스,변환,20160520,도경수,한국데이터진흥원,data_797,1048903,음성데이터,페이션트모니터
서지수,정보통신산업진흥원,data_625,1439178,음성데이터,스마트워치,생성,20170207,,,,,,
이동혁,한국개발연구원,data_149,1829466,음성데이터,AI스피커,판매,20170520,김지우,대한법률구조공단,,,,
김준면,건강보험심사평가원,data_674,1841330,의료데이터,AI스피커,생성,20181018,,,,,,
정예인,과학기술정책연구원,data_271,1230981,건강데이터,스마트워치,판매,20170520,김윤석,숙명여자대학교,,,,
전소연,국민건강보험공단,data_672,1016610,의료데이터,스마트워치,생성,20180629,,,,,,
서민지,지하철공사,data_151,1021119,의료데이터,스마트워치,생성,20181012,,,,,,
이치훈,한국데이터진흥원,data_327,1791145,위치데이터,T머니,가공,20180307,권보미,정보통신산업진흥원,data_980,1477862,음성데이터,T머니
문태일,지하철공사,data_815,1972778,건강데이터,AI스피커,변환,20180813,김태형,한국과학기술정보연구원,data_418,1631684,건강데이터,스마트워치
김이진,한국데이터진흥원,data_501,1308482,음성데이터,스마트워치,배포,20170520,김연경,한국인터넷진흥원,,,,
이규형,대한법률구조공단,data_984,1480973,음성데이터,AI스피커,생성,20160213,,,,,,
서민지,한국개발연구원,data_347,1535045,위치데이터,T머니,배포,20170520,최민호,지하철공사,,,,
양유정,삼성SDS,data_683,1543049,건강데이터,AI스피커,전달,20170520,박은태,정보통신산업진흥원,,,,
차시루,한국연구재단,data_723,1185226,위치데이터,T머니,생성,20180528,,,,,,
정예인,CJ올리브네트웍스,data_775,1111146,건강데이터,스마트워치,판매,20170520,이진기,국민건강보험공단,,,,
김민석,SK텔레콤,data_508,1981506,위치데이터,T머니,판매,20170520,서민지,NHN,,,,
오세훈,삼성SDS,data_668,1650135,위치데이터,레일플러스,생성,20180820,,,,,,
김칫국,지하철공사,data_172,1993989,건강데이터,스마트워치,전달,20170520,양유정,NHN,,,,
도경수,과학기술정책연구원,data_783,1626930,음성데이터,스마트워치,생성,20161204,,,,,,
전소연,정보통신산업진흥원,data_519,1345002,건강데이터,스마트워치,판매,20170520,김성규,지하철공사,,,,
강미나,정보통신산업진흥원,data_223,1245987,음성데이터,스마트워치,생성,20170215,,,,,,
전소연,한국데이터진흥원,data_587,1975468,건강데이터,스마트워치,변환,20170303,김지우,한국연구재단,data_558,1335031,의료데이터,레일플러스
하재우,지하철공사,data_332,1876590,위치데이터,삼성페이,가공,20160827,김현민,숙명여자대학교,data_674,1208582,건강데이터,AI스피커
이규형,지하철공사,data_914,1494602,음성데이터,스마트워치,배포,20170520,서민지,상명대학교,,,,
장보라,건강보험심사평가원,data_377,1327530,음성데이터,스마트워치,생성,20180204,,,,,,
서영호,한국개발연구원,data_383,1745874,의료데이터,페이션트모니터,전달,20170520,양유정,숙명여자대학교,,,,
백인호,한국보건산업진흥원,data_133,1841969,음성데이터,AI스피커,판매,20170520,박은태,CJ올리브네트웍스,,,,
문태일,NHN,data_428,1102442,의료데이터,AI스피커,가공,20161031,강민희,삼성SDS,data_159,1748773,의료데이터,스마트워치
정윤오,한국데이터진흥원,data_544,1164675,의료데이터,스마트워치,변환,20170520,민경아,한국데이터진흥원,data_919,1957411,위치데이터,페이션트모니터
정예인,삼성SDS,data_733,1990249,위치데이터,캐시비,생성,20160323,,,,,,
서지수,NHN,data_456,1459770,건강데이터,AI스피커,생성,20170409,,,,,,
우진주,한국연구재단,data_122,1138095,음성데이터,AI스피커,생성,20180629,,,,,,
양유정,한국데이터진흥원,data_725,1182587,음성데이터,AI스피커,변환,20160821,이태민,상명대학교,data_543,1790239,음성데이터,캐시비
